result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,comparator_class_v34,comparator_adjudication
AUDIT-0047,Zhu 2022,Zhu_2022,V34_B1_046,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative nausea incidence,24–48 h after surgery,Per-protocol,101.0,101.0,,,,,2.0,7.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Nausea (n) 2 2 2 7 0.164,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0048,Zhu 2022,Zhu_2022,V34_B1_047,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative vomiting incidence,24–48 h after surgery,Per-protocol,101.0,101.0,,,,,1.0,5.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Vomiting (n) 1 2 1 5 0.307,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0049,Zhu 2022,Zhu_2022,V34_B1_048,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Nausea severity score,24–48 h after surgery,Per-protocol,101.0,101.0,0.04,0.28,0.12,0.45,,,4-point Likert-type severity scale 0-3,Mean/SD,p. 420; Table 2,24–48 h after surgery: Nausea (mean±SD) 0.04±0.28 0.03±0.22 0.04±0.28 0.12±0.45 0.178,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0050,Zhu 2022,Zhu_2022,V34_B1_049,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Vomiting severity score,24–48 h after surgery,Per-protocol,101.0,101.0,0.02,0.2,0.08,0.37,,,4-point Likert-type severity scale 0-3,Mean/SD,p. 420; Table 2,24–48 h after surgery: Vomiting (mean±SD) 0.02±0.2 0.02±0.14 0.02±0.2 0.08±0.37 0.214,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0051,Zhu 2022,Zhu_2022,V34_B1_050,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,Usual care,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Per-protocol,101.0,101.0,,,,,1.0,7.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Antiemetic requirement (n) 1 2 1 7 0.045*,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0052,Zhu 2022,Zhu_2022,V34_B1_051,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative nausea incidence,24–48 h after surgery,Per-protocol,98.0,101.0,,,,,2.0,7.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Nausea (n) 2 2 2 7 0.164,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0053,Zhu 2022,Zhu_2022,V34_B1_052,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative vomiting incidence,24–48 h after surgery,Per-protocol,98.0,101.0,,,,,2.0,5.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Vomiting (n) 1 2 1 5 0.307,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0054,Zhu 2022,Zhu_2022,V34_B1_053,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Nausea severity score,24–48 h after surgery,Per-protocol,98.0,101.0,0.03,0.22,0.12,0.45,,,4-point Likert-type severity scale 0-3,Mean/SD,p. 420; Table 2,24–48 h after surgery: Nausea (mean±SD) 0.04±0.28 0.03±0.22 0.04±0.28 0.12±0.45 0.178,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0055,Zhu 2022,Zhu_2022,V34_B1_054,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Vomiting severity score,24–48 h after surgery,Per-protocol,98.0,101.0,0.02,0.14,0.08,0.37,,,4-point Likert-type severity scale 0-3,Mean/SD,p. 420; Table 2,24–48 h after surgery: Vomiting (mean±SD) 0.02±0.2 0.02±0.14 0.02±0.2 0.08±0.37 0.214,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0056,Zhu 2022,Zhu_2022,V34_B1_055,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,EA,Usual care,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Per-protocol,98.0,101.0,,,,,2.0,7.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Antiemetic requirement (n) 1 2 1 7 0.045*,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0057,Zhu 2022,Zhu_2022,V34_B1_056,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative nausea incidence,24–48 h after surgery,Per-protocol,100.0,101.0,,,,,2.0,7.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Nausea (n) 2 2 2 7 0.164,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0058,Zhu 2022,Zhu_2022,V34_B1_057,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative vomiting incidence,24–48 h after surgery,Per-protocol,100.0,101.0,,,,,1.0,5.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Vomiting (n) 1 2 1 5 0.307,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0059,Zhu 2022,Zhu_2022,V34_B1_058,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Nausea severity score,24–48 h after surgery,Per-protocol,100.0,101.0,0.04,0.28,0.12,0.45,,,4-point Likert-type severity scale 0-3,Mean/SD,p. 420; Table 2,24–48 h after surgery: Nausea (mean±SD) 0.04±0.28 0.03±0.22 0.04±0.28 0.12±0.45 0.178,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0060,Zhu 2022,Zhu_2022,V34_B1_059,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Vomiting severity score,24–48 h after surgery,Per-protocol,100.0,101.0,0.02,0.2,0.08,0.37,,,4-point Likert-type severity scale 0-3,Mean/SD,p. 420; Table 2,24–48 h after surgery: Vomiting (mean±SD) 0.02±0.2 0.02±0.14 0.02±0.2 0.08±0.37 0.214,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0061,Zhu 2022,Zhu_2022,V34_B1_060,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,EA,Usual care,Rescue antiemetic,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Per-protocol,100.0,101.0,,,,,1.0,7.0,participants,Events/total,p. 420; Table 2,24–48 h after surgery: Antiemetic requirement (n) 1 2 1 7 0.045*,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0062,Zhu 2022,Zhu_2022,V34_B1_061,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative nausea incidence,48–72 h after surgery,Per-protocol,101.0,101.0,,,,,0.0,0.0,participants,Events/total,p. 421; Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0063,Zhu 2022,Zhu_2022,V34_B1_062,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative vomiting incidence,48–72 h after surgery,Per-protocol,101.0,101.0,,,,,0.0,0.0,participants,Events/total,p. 421; Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0064,Zhu 2022,Zhu_2022,V34_B1_063,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative nausea incidence,48–72 h after surgery,Per-protocol,98.0,101.0,,,,,0.0,0.0,participants,Events/total,p. 421; Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0065,Zhu 2022,Zhu_2022,V34_B1_064,Group 30 — EA 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative vomiting incidence,48–72 h after surgery,Per-protocol,98.0,101.0,,,,,0.0,0.0,participants,Events/total,p. 421; Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0066,Zhu 2022,Zhu_2022,V34_B1_065,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative nausea incidence,48–72 h after surgery,Per-protocol,100.0,101.0,,,,,0.0,0.0,participants,Events/total,p. 421; Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0067,Zhu 2022,Zhu_2022,V34_B1_066,Group Comb — EA day before + 30 min before surgery,Group Usual — usual care alone,EA,Usual care,PONV,Postoperative vomiting incidence,48–72 h after surgery,Per-protocol,100.0,101.0,,,,,0.0,0.0,participants,Events/total,p. 421; Results text; data not shown,"At 48–72h after surgery, the incidence of PON and POV was zero in all groups (data not shown).",TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0068,Yang 2020,Yang_2020,V34_B1_067,EA group,UC group,EA,Usual care,GI adverse effect,Abdominal distension incidence,Postoperative; assessment window not separately stated,Available-case,29.0,28.0,,,,,9.0,11.0,participants,Events/total,e920648-5; Table 3,AD’s incidence (n [%])** 9 (31.03) 11 (39.28) 0.514,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,The article reports AD as a postoperative outcome but Table 3 does not attach a distinct clock time to this summary.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0069,Yang 2020,Yang_2020,V34_B1_068,EA group,UC group,EA,Usual care,GI adverse effect,Abdominal distension severity grade 0,Postoperative; assessment window not separately stated,Available-case,29.0,28.0,,,,,20.0,17.0,participants,Events/total,e920648-5; Table 3,AD’s degree ... 0 20 (70) 17 (60.7),TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0070,Yang 2020,Yang_2020,V34_B1_069,EA group,UC group,EA,Usual care,GI adverse effect,Abdominal distension severity grade 1,Postoperative; assessment window not separately stated,Available-case,29.0,28.0,,,,,1.0,2.0,participants,Events/total,e920648-5; Table 3,AD’s degree ... 1 1 (3.4) 2 (7.1),TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0071,Yang 2020,Yang_2020,V34_B1_070,EA group,UC group,EA,Usual care,GI adverse effect,Abdominal distension severity grade 2,Postoperative; assessment window not separately stated,Available-case,29.0,28.0,,,,,2.0,2.0,participants,Events/total,e920648-5; Table 3,AD’s degree ... 2 2 (6.9) 2 (7.1),TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0072,Yang 2020,Yang_2020,V34_B1_071,EA group,UC group,EA,Usual care,GI adverse effect,Abdominal distension severity grade 3,Postoperative; assessment window not separately stated,Available-case,29.0,28.0,,,,,6.0,7.0,participants,Events/total,e920648-5; Table 3,AD’s degree ... 3 6 (20.7) 7 (25.0),TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0073,Yang 2020,Yang_2020,V34_B1_072,EA group,UC group,EA,Usual care,GI adverse effect,Abdominal distension severity grade 4,Postoperative; assessment window not separately stated,Available-case,29.0,28.0,,,,,0.0,0.0,participants,Events/total,e920648-5; Table 3,AD’s degree ... 4 0 (0) 0 (0),TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"P=0.290 is the overall comparison of the AD severity distribution, not a grade-specific P value.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0074,Yang 2020,Yang_2020,V34_B1_073,EA group,UC group,EA,Usual care,Rescue analgesia,Participants given rescue medication,Postoperative; exact window not stated,Available-case,29.0,28.0,,,,,5.0,7.0,participants,Events/total,e920648-5; Table 3,Rescue medication given (n [%])** 5 (17.24) 7 (25.00) 0.473,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,Methods define rescue medication as bucinnazine 100 mg IM if VAS >3/10; Table 3 does not state a time window.,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0075,Yang 2020,Yang_2020,V34_B1_074,EA group,UC group,EA,Usual care,PONV,Nausea severity score,0–24 h after surgery,Available-case,29.0,28.0,,,,,,,4-point rating scale 0-3,Median/IQR,e920648-6; Table 4,0–24 h after surgery: Nausea score* 0 (0–1) 0 (0–1) 1.000,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0076,Yang 2020,Yang_2020,V34_B1_075,EA group,UC group,EA,Usual care,PONV,Vomiting severity score,0–24 h after surgery,Available-case,29.0,28.0,,,,,,,4-point rating scale 0-3,Median/IQR,e920648-6; Table 4,0–24 h after surgery: Vomiting score* 0 (0–0) 0 (0–0.75) 0.486,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0077,Yang 2020,Yang_2020,V34_B1_076,EA group,UC group,EA,Usual care,PONV,Nausea incidence,0–24 h after surgery,Available-case,29.0,28.0,,,,,8.0,8.0,participants,Events/total,e920648-6; Table 4,0–24 h after surgery: Nausea [incidence; n (%)] 8 ... 8 ... 0.934,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;nausea24_EA_usual,1,,
AUDIT-0078,Yang 2020,Yang_2020,V34_B1_077,EA group,UC group,EA,Usual care,PONV,Vomiting incidence,0–24 h after surgery,Available-case,29.0,28.0,,,,,5.0,7.0,participants,Events/total,e920648-6; Table 4,0–24 h after surgery: Vomiting [incidence; n (%)] 5 ... 7 ... 0.473,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;vomiting24_EA_usual,1,,
AUDIT-0079,Yang 2020,Yang_2020,V34_B1_078,EA group,UC group,EA,Usual care,Pain,Static pain VAS,0–24 h after surgery,Available-case,29.0,28.0,,,,,,,VAS 0-10,Median/IQR,e920648-6; Table 4,0–24 h after surgery: Static pain VAS* 2 (2–2) 2 (2–2) 0.651,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"The paper labels these as static and dynamic pain, not rest/movement with further operational detail.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0080,Yang 2020,Yang_2020,V34_B1_079,EA group,UC group,EA,Usual care,Pain,Dynamic pain VAS,0–24 h after surgery,Available-case,29.0,28.0,,,,,,,VAS 0-10,Median/IQR,e920648-6; Table 4,0–24 h after surgery: Dynamic pain VAS* 3 (3–3) 3 (3–3) 0.153,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"The paper labels these as static and dynamic pain, not rest/movement with further operational detail.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0081,Yang 2020,Yang_2020,V34_B1_080,EA group,UC group,EA,Usual care,PONV,Nausea severity score,24–48 h after surgery,Available-case,29.0,28.0,,,,,,,4-point rating scale 0-3,Median/IQR,e920648-6; Table 4,24–48 h after surgery: Nausea score* 0 (0–0) 0 (0–0) 0.726,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0082,Yang 2020,Yang_2020,V34_B1_081,EA group,UC group,EA,Usual care,PONV,Vomiting severity score,24–48 h after surgery,Available-case,29.0,28.0,,,,,,,4-point rating scale 0-3,Other (describe),e920648-6; Table 4,24–48 h after surgery: Vomiting score* 0 0 –,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,"Table 4 footnote states starred continuous outcomes are median (quartile range). Where the table prints only '0' without a parenthetical range, dispersion is not reported.",HOLD,HOLD,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities.,,1,,
AUDIT-0083,Yang 2020,Yang_2020,V34_B1_082,EA group,UC group,EA,Usual care,PONV,Nausea incidence,24–48 h after surgery,Available-case,29.0,28.0,,,,,4.0,3.0,participants,Events/total,e920648-6; Table 4,24–48 h after surgery: Nausea [incidence; n (%)] 4 ... 3 ... 1.000,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
