"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1090","11","90","2458","Electroacupuncture for Postoperative Ileus After Laparoscopic Colorectal Surgery","NCT00464425","2007","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:56.292Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1091","11","91","2459","Efficacy of acupuncture in assisting postoperative healing of DRFs: study protocol for a randomized controlled trial","ITMCTR2200006522","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:57.166Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1092","11","92","2460","Efficacy of acupuncture in assisting postoperative healing of DRFs: study protocol for a randomized control trial","ChiCTR2200062857","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:57.981Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1093","11","93","2461","Electroacupuncture on Zusanli (ST 36) for the adjuvant treatment of early postoperative inflammatory intestinal obstruction","Wang","2004","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free postoperative EA report does not establish randomization, general anesthesia, comparator, or independently estimable clinical results.","Abstract-free postoperative EA report does not establish randomization, general anesthesia, comparator, or independently estimable clinical results.","high","primary_results","unclear","0","4","randomization|general_anaesthesia|comparator|results","unclear","unclear","EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:10:58.793Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1094","11","94","2462","Electroacupuncture Promotes Tendon to Bone Healing and Functional Rehabilitation After Anterior Cruciate Ligament Reconstruction: a prospective, Randomised Controlled Trial","ChiCTR2200066489","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:59.587Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1095","11","95","2464","Acupuncture for Preventing Complications after Radical Hysterectomy: a Randomized Controlled Clinical Trial","Wei-min","2014","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","Abstract-free title identifies acupuncture without evidence of electrical stimulation; essential anesthesia and comparison details are also absent.","Abstract-free title identifies acupuncture without evidence of electrical stimulation; essential anesthesia and comparison details are also absent.","high","primary_results","unclear","0","0","","unclear","yes","manual acupuncture","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:00.391Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1096","11","96","2465","Observation on the effect of electroacupuncture plus auricular point sticking on promoting uterine recovery after painless abortion","吴美荣","2017","English","yes","NO","EXCLUDE_INSEPARABLE_COMBINATION","EA is combined inseparably with auricular point sticking after abortion, and the procedure does not establish eligible general anesthesia.","EA is combined inseparably with auricular point sticking after abortion, and the procedure does not establish eligible general anesthesia.","high","primary_results","unclear","0","0","","unclear","unclear","EA plus auricular point sticking","not_applicable","not_applicable","no","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:01.135Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1097","11","97","2466","Clinical observation of electroacupuncture for gastrointestinal dysfunction after abdominal operation","Wang","2016","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free clinical observation does not establish randomization, general anesthesia, comparator, or independently estimable EA results.","Abstract-free clinical observation does not establish randomization, general anesthesia, comparator, or independently estimable EA results.","high","primary_results","unclear","0","4","randomization|general_anaesthesia|comparator|results","unclear","unclear","EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:11:01.915Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1098","11","98","2467","Electroacupuncture combined with Indomethacin Suppositories for Postoperative Pain Management in Patients with Mixed Hemorrhoids: a Clinical Study","ChiCTR2400088654","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:02.695Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1099","11","99","2469","Electroacupuncture (EA) Promotes Gastrointestinal Functional Recovery After Radical Colorectal Cancer Surgery","NCT06128785","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:03.458Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1100","11","100","2470","Electroacupuncture for postoperative ileus after laparoscopic colorectal surgery: a randomized sham-controlled study","Ng","2011","English","yes","YES","INCLUDE_ALL_CRITERIA_MET","Randomized laparoscopic colorectal-surgery trial compares postoperative EA with sham and no-acupuncture controls and reports clinical ileus and recovery outcomes.","Randomized laparoscopic colorectal-surgery trial compares postoperative EA with sham and no-acupuncture controls and reports clinical ileus and recovery outcomes.","high","primary_results","yes","8","0","","yes","yes","EA","sham EA and no acupuncture","yes","yes","yes","Early postoperative treatment after laparoscopic resection.","yes","no","no","yes","2026-07-28T17:11:04.275Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
