result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,model_id,measure,construct,role,analysis_unit,yi,vi,comparator_class_v34,comparator_adjudication,continuity_correction
V33-OD-0293,Liu 2015,Liu_2015,LIU15_TEAS_vs_SHAM_NAUSEAPOD1,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,TEAS,sham,PONV,Postoperative nausea incidence,Postoperative day 1,Outcome-specific analyzed population,44.0,44.0,,,,,11.0,9.0,participants with nausea,Events/total,Table 3 / Postoperative day 1,,TEAS EA Verification/Source PDFs/covidence_681_full_article.pdf,9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,nausea24_TEAS_sham,1,nausea24_TEAS_sham,RR,nausea_0_24h,ADDITIONAL,risk ratio,0.20067069546215105,0.15656565656565655,,,0
AUDIT-0292+AUDIT-0293,Lu 2021,Lu_2021,COMBINED_COMPATIBLE_ACTIVE_ARMS,Single PC6 TEAS,Sham/no current,TEAS,sham,PONV,Nausea incidence,0–24 h,Intention-to-treat,388.0,188.0,,,,,50.0,45.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 | Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Nausea incidence: sham 45/188; single 38/198; combined 12/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,nausea24_TEAS_sham,1,nausea24_TEAS_sham,RR,nausea_0_24h,ADDITIONAL,risk ratio,-0.6192028611354982,0.034325753698423146,,,0
V33-OD-0372,Yao 2015,Yao_2015,YAO15_TEAS_vs_CTRL_VOMIT24,Preoperative TEAS,Control/no current,TEAS,sham,PONV,Postoperative vomiting,0-24 h postoperative,Outcome-specific analyzed population,35.0,36.0,,,,,7.0,19.0,participants,Events/total,Table 3 (Vomiting),,retrieved_pdfs/039_yao_2015.pdf,769574c60b55724c5f5d1bb988ebb6cbd252be9b95734e3b11bf61bf5ae9272f,Source-extracted during verification of the supplementary nausea row; the supplement did not list it. Reported as 7 (20.0%) vs 19 (52.8%).,INCLUDE,INCLUDE,v36: Pan2023 moved to usual-care body (control did not undergo TEAS; no sham procedure).,vomiting24_TEAS_sham,1,vomiting24_TEAS_sham,RR,vomiting_0_24h,ADDITIONAL,risk ratio,-0.9703579531444309,0.1391395154553049,,,0
V33-OD-0296,Liu 2015,Liu_2015,LIU15_TEAS_vs_SHAM_VOMITPOD1,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,TEAS,sham,PONV,Postoperative vomiting incidence,Postoperative day 1,Outcome-specific analyzed population,44.0,44.0,,,,,9.0,8.0,participants with vomiting,Events/total,Table 3 / Postoperative day 1,,TEAS EA Verification/Source PDFs/covidence_681_full_article.pdf,9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,The article states nausea/vomiting incidences did not differ significantly between groups; table provides day-labelled event counts without clock-defined ascertainment windows. Use raw events/total.,INCLUDE,INCLUDE,v36: Pan2023 moved to usual-care body (control did not undergo TEAS; no sham procedure).,vomiting24_TEAS_sham,1,vomiting24_TEAS_sham,RR,vomiting_0_24h,ADDITIONAL,risk ratio,0.11778303565638346,0.19065656565656564,,,0
V33-OD-0277,Gao 2022,Gao_2022,GAO22_TEAS_vs_SHAM_VOMIT24,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2)",No-current sham with identical electrode/device setup,TEAS,sham,PONV,Postoperative vomiting incidence,0-24 h,Outcome-specific analyzed population,827.0,828.0,,,,,86.0,147.0,participants with vomiting,Events/total,Table 3 / 24 h vomiting,,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,Use raw events/total rather than the adjusted logistic OR for meta-analysis unless the protocol specifies adjusted effects. Sensory blinding was imperfect.,INCLUDE,INCLUDE,v36: Pan2023 moved to usual-care body (control did not undergo TEAS; no sham procedure).,vomiting24_TEAS_sham,1,vomiting24_TEAS_sham,RR,vomiting_0_24h,ADDITIONAL,risk ratio,-0.5348768311636602,0.016013708753775207,,,0
AUDIT-0294+AUDIT-0295,Lu 2021,Lu_2021,COMBINED_COMPATIBLE_ACTIVE_ARMS,Single PC6 TEAS,Sham/no current,TEAS,sham,PONV,Vomiting incidence,0–24 h,Intention-to-treat,388.0,188.0,,,,,43.0,22.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 | Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Vomiting incidence: sham 22/188; single 21/198; combined 22/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,INCLUDE,v36: Pan2023 moved to usual-care body (control did not undergo TEAS; no sham procedure).,vomiting24_TEAS_sham,1,vomiting24_TEAS_sham,RR,vomiting_0_24h,ADDITIONAL,risk ratio,-0.05440571445807774,0.06081389088423474,,,0
AUDIT-0100,Pan 2023,Pan_2023,V34_B1_099,Group T — TEAS,Group C — control,TEAS,usual_care,PONV,Vomiting incidence,Within 24 h after operation,Unstated,52.0,53.0,,,,,9.0,19.0,participants,Events/total,p. 815; Table 7,Vomiting at 24h 9 (17) 19 (36) 0.03*,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,The table reports counts and rounded percentages.,INCLUDE,INCLUDE,v36: Pan2023 no-TEAS control; supportive comparison.,vomiting24_TEAS_usual,1,vomiting24_TEAS_usual,RR,vomiting_0_24h,ADDITIONAL,risk ratio,-0.7281662068595265,0.12564399629940842,Usual care,"Pan 2023: ""Patients in Group C did not undergo TEAS."" No sham procedure described.",0
V33-OD-0278,Gao 2022,Gao_2022,GAO22_TEAS_vs_SHAM_PERSISTNAUSEA24,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2)",No-current sham with identical electrode/device setup,TEAS,sham,PONV,Persistent nausea (>5 min),0-24 h,Outcome-specific analyzed population,827.0,828.0,,,,,18.0,42.0,participants with persistent nausea,Events/total,Table 3 / persistent nausea,,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,Subjective nausea outcome with imperfect participant blinding; keep separate from composite PONV and vomiting.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,persistent_nausea24_TEAS_sham,1,persistent_nausea24_TEAS_sham,RR,persistent_nausea_over5min_0_24h,ADDITIONAL,risk ratio,-0.8460894010256353,0.076948160053675,,,0
V33-OD-0139,Luo 2026,Luo_2026,LUO26_TEAS_vs_SHAM_NAUSEA48,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,TEAS,sham,PONV,Cumulative postoperative nausea,0-48 h,Outcome-specific analyzed population,138.0,139.0,,,,,24.0,53.0,participants,Events/total,Primary outcome / cumulative nausea,,TEAS EA Verification/Source PDFs/covidence_35_verified.pdf,c0f7a5e88ad8a000c8179382c1d55220fe9e798b9a4f8f6480f348d112898f51,Participant blinding was empirically poor: 77.5% of TEAS and 66.2% of sham participants correctly guessed allocation,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,nausea48_TEAS_sham,1,nausea48_TEAS_sham,RR,nausea_0_48h,ADDITIONAL,risk ratio,-0.7850178352306892,0.0460939697790578,,,0
V33-OD-0140,Luo 2026,Luo_2026,LUO26_TEAS_vs_SHAM_VOMIT48,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,TEAS,sham,PONV,Cumulative postoperative vomiting,0-48 h,Outcome-specific analyzed population,138.0,139.0,,,,,9.0,27.0,participants,Events/total,Primary outcome / cumulative vomiting,,TEAS EA Verification/Source PDFs/covidence_35_verified.pdf,c0f7a5e88ad8a000c8179382c1d55220fe9e798b9a4f8f6480f348d112898f51,"Vomiting is more objective than nausea, but participant masking was incomplete",INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,vomiting48_TEAS_sham,1,vomiting48_TEAS_sham,RR,vomiting_0_48h,ADDITIONAL,risk ratio,-1.0913920406946227,0.13370752673223738,,,0
V33-OD-0056,Xiong 2021,Xiong_2021,XIONG21_TEAS_vs_CTRL_PONV48,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,TEAS,sham,PONV,Any PONV,Within 48 h,Outcome-specific analyzed population,31.0,31.0,,,,,13.0,24.0,participants,Events/total,Abstract / 48-h PONV result,,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,Participant blinding intended but active postoperative tingling may have revealed allocation,INCLUDE,INCLUDE,v36: Xiong2021 control had electrodes applied and connected without stimulation (sham); formerly ponv48_TEAS_usual.,ponv48_TEAS_sham,1,ponv48_TEAS_sham,RR,composite_PONV_0_48h,ADDITIONAL,risk ratio,-0.6131044728864088,0.05407361455748552,CONTROL_TYPE_REVIEW_REQUIRED,"Xiong 2021: ""the patients in the control group had gel electrodes applied and connected to an acupuncture instrument without stimulation.""",0
V33-OD-0019+V33-OD-0021+V33-OD-0023,Zhu 2022,Zhu_2022,COMBINED_COMPATIBLE_ACTIVE_ARMS,EA day before surgery,Usual care alone,EA,usual_care,PONV,Postoperative nausea,6-24 h postoperatively,Outcome-specific analyzed population,299.0,101.0,,,,,40.0,27.0,participants with nausea,Events/total,Table 2 | Table 2 | Table 2,,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Four-arm RCT; no sham; analysis denominators differ from randomized denominators,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,nausea6to24_EA_usual,1,nausea6to24_EA_usual,RR,nausea_6_24h,ADDITIONAL,risk ratio,-0.6922804684398198,0.04879156533267596,,,0
V33-OD-0020+V33-OD-0022+V33-OD-0024,Zhu 2022,Zhu_2022,COMBINED_COMPATIBLE_ACTIVE_ARMS,EA day before surgery,Usual care alone,EA,usual_care,PONV,Postoperative vomiting,6-24 h postoperatively,Outcome-specific analyzed population,299.0,101.0,,,,,22.0,22.0,participants with vomiting,Events/total,Table 2 | Table 2 | Table 2,,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Four-arm RCT; no sham; use exact arm-specific analyzed denominators,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,vomiting6to24_EA_usual,1,vomiting6to24_EA_usual,RR,vomiting_6_24h,ADDITIONAL,risk ratio,-1.0853230565494267,0.07766361920472985,,,0
V33-OD-0163,Liu 2021,Liu_2021,LIU21_TEAS_vs_CTRL_VASREST24,Perioperative TEAS,Electrodes/no current,TEAS,sham,Pain,VAS at rest,24 h,Outcome-specific analyzed population,50.0,50.0,2.52,0.505,2.66,0.626,,,VAS,Mean/SD,Table 2 / 24-h rest VAS,,TEAS EA Verification/Source PDFs/getfile.php-2.pdf,02e9d16c8cb8dd39b10b0e073b010a22888c05ae8dd4c6cc7ccfafdf2e0bf2cb,Participant blinding is unclear because active stimulation was maximum tolerated and control received no current,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,pain24_rest_TEAS_sham,1,pain24_rest_TEAS_sham,MD,pain_rest_approximately24h,ADDITIONAL,0–10 points,-0.14000000000000012,0.012938020000000001,,,
V33-OD-0367,Yu 2020,Yu_2020,YU20_TEAS_vs_CTRL_PAIN_POD1,Preoperative TEAS,Control/no current (electrodes applied),TEAS,sham,Pain,Resting pain VAS,POD1 (~24 h),Outcome-specific analyzed population,30.0,30.0,3.7,1.53,4.73,1.53,,,VAS 0-10,Mean/SD,Table 2 (VAS scores); abstract Results,,TEAS EA Verification/Source PDFs/s13063-019-3892-4.pdf,12fbd503870f7f12216ff5f2544b159c66fecd557d4838bcabceec1aa151fb69,"SOURCE CONFLICT: Table 2 reports TEAS 3.70 (1.53); the abstract reports 3.70 +/- 1.41 for the same result. Table 2's TEAS SD is also identical to the control SD (1.53), which is itself suspicious. Table 2 value recorded here as the primary transcription because a table outranks an abstract; the conflict is unresolved and this row must NOT be pooled. Author contact required. | V34: Yu Table 2 TEAS SDs POD1/POD2 = 1.53/0.98; abstract = 1.41/0.88. POD2 prose P=0.26, table *P<0.05, abstract significant. Table values retained; pain quantitative HOLD.",HOLD,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,pain24_rest_TEAS_sham,1,pain24_rest_TEAS_sham,MD,pain_rest_approximately24h,ADDITIONAL,0–10 points,-1.0300000000000002,0.15606,,,
V33-OD-0064,Xing 2022,Xing_2022,XING22_NTG_vs_NG_RESTVAS24,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,sham,Pain,Rest pain VAS,24 h,Outcome-specific analyzed population,29.0,29.0,1.18,0.42,1.4,0.52,,,VAS 0-10,Mean/SD,24-h pain result,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,"At 24 h both TAPB groups improved versus G, but incremental NTG-vs-NG difference was not reported significant",INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,pain24_rest_TEAS_sham,1,pain24_rest_TEAS_sham,MD,pain_rest_approximately24h,ADDITIONAL,0–10 points,-0.21999999999999997,0.015406896551724138,,,
V33-OD-0164,Liu 2021,Liu_2021,LIU21_TEAS_vs_CTRL_VASCOUGH24,Perioperative TEAS,Electrodes/no current,TEAS,sham,Pain,VAS with coughing,24 h,Outcome-specific analyzed population,50.0,50.0,3.2,0.571,3.16,0.681,,,VAS,Mean/SD,Table 2 / 24-h coughing VAS,,TEAS EA Verification/Source PDFs/getfile.php-2.pdf,02e9d16c8cb8dd39b10b0e073b010a22888c05ae8dd4c6cc7ccfafdf2e0bf2cb,No evidence of analgesic benefit at 24 h,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,pain24_movement_TEAS_sham,1,pain24_movement_TEAS_sham,MD,pain_movement_approximately24h,ADDITIONAL,0–10 points,0.040000000000000036,0.01579604,,,
V33-OD-0201+V33-OD-0202,Huang 2024,Huang_2024,COMBINED_COMPATIBLE_ACTIVE_ARMS,Contralateral EA,Bilateral sham EA,EA,sham,Pain,VAS during walking/knee movement,POD1,Outcome-specific analyzed population,76.0,38.0,5.333,1.0329563914641637,5.671,0.984,,,VAS 0-100,Mean/SD,Primary serial VAS / Day 1 | Primary serial VAS / Day 1,,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,Three-arm trial; 6 did not complete allocated intervention but authors state ITT and follow-up was obtained for all 114,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,pain24_movement_EA_sham,0.1,pain24_movement_EA_sham,MD,pain_movement_approximately24h,ADDITIONAL,0–10 points,-0.3380000000000001,0.039519880350877196,,,
V33-OD-0201+V33-OD-0202,Huang 2024,Huang_2024,COMBINED_COMPATIBLE_ACTIVE_ARMS,Contralateral EA,Bilateral sham EA,EA,sham,Pain,VAS during walking/knee movement,POD1,Outcome-specific analyzed population,76.0,38.0,5.333,1.0329563914641637,5.671,0.984,,,VAS 0-100,Mean/SD,Primary serial VAS / Day 1 | Primary serial VAS / Day 1,,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,Three-arm trial; 6 did not complete allocated intervention but authors state ITT and follow-up was obtained for all 114,INCLUDE,SENSITIVITY,He2026 reported SDs conflict with threshold counts; retain literal SD only as diagnostic.,pain24_movement_EA_sham_with_He,0.1,pain24_movement_EA_sham_with_He,MD,pain_movement_approximately24h,SENSITIVITY,0–10 points,-0.3380000000000001,0.039519880350877196,,,
V33-OD-0218,He 2026 (breast/WJCO),He_2026_breast_WJCO,HEBREAST26_EA_vs_SHAM_VASMOV24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,EA,sham,Pain,Movement VAS,24 h,Outcome-specific analyzed population,65.0,65.0,2.862,0.233,3.954,0.233,,,VAS,Mean/SD,Postoperative VAS table,,TEAS EA Verification/Source PDFs/covidence_41_verified.pdf,c72b10318ea20c6c8d9c26a001fcbccbb77e7330991aa41644433139108a8cb4,"Article labels values mean±SD, but identical very small dispersions across arms/timepoints warrant source-verification caution",INCLUDE,SENSITIVITY,He2026 reported SDs conflict with threshold counts; retain literal SD only as diagnostic.,pain24_movement_EA_sham_with_He,1,pain24_movement_EA_sham_with_He,MD,pain_movement_approximately24h,SENSITIVITY,0–10 points,-1.092,0.0016704307692307695,,,
V33-OD-0219,He 2026 (breast/WJCO),He_2026_breast_WJCO,HEBREAST26_EA_vs_SHAM_VASREST24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,EA,sham,Pain,Resting VAS,24 h,Outcome-specific analyzed population,65.0,65.0,1.789,0.174,2.692,0.174,,,VAS,Mean/SD,Postoperative VAS table,,TEAS EA Verification/Source PDFs/covidence_41_verified.pdf,c72b10318ea20c6c8d9c26a001fcbccbb77e7330991aa41644433139108a8cb4,Same dispersion-format caution as movement VAS,INCLUDE,SENSITIVITY,He2026 extremely small repeated SDs cannot be reconciled with threshold counts; no fabricated replacement.,pain24_rest_EA_sham_He_reported_SD,1,pain24_rest_EA_sham_He_reported_SD,MD,pain_rest_approximately24h,SENSITIVITY,0–10 points,-0.9030000000000002,0.0009315692307692307,,,
V33-OD-0015,Chen 2020,Chen_2020,CHEN20_TEAS_vs_SHAM_VAS,Perioperative TEAS,Sham low/zero-current protocol,TEAS,sham,Pain,VAS pain intensity,24 h postoperatively,Outcome-specific analyzed population,40.0,40.0,2.91,0.2,5.97,0.56,,,VAS 0-10,Mean/SD,24-h VAS result,,TEAS EA Verification/Source PDFs/Thoracic Cancer - 2020 - Chen - Efficacy of transcutaneous electrical acupoint stimulation combined with general anesthesia.pdf,debc925a549725290efc12e4fde6fbbb63880cb0bbd6425faac2e22b1e5c3663,Patient blinding adequacy depends on sensory contrast of sham protocol,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,pain24_unclassified_TEAS_sham,1,pain24_unclassified_TEAS_sham,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-3.0599999999999996,0.008840000000000002,,,
V33-OD-0071,Wu 2022,Wu_2022,WU22_PTEAS_vs_CTRL_PAINPOD1,Perioperative pTEAS,No-current control,TEAS,sham,Pain,VAS pain intensity,POD1,Outcome-specific analyzed population,44.0,40.0,1.77,0.91,2.25,0.71,,,VAS 0-10,Mean/SD,Table 3 / POD1 pain,,TEAS EA Verification/Source PDFs/s12871-022-01875-3.pdf,bb3c8a4aedbf656c306082e2b889c37c04af8d614fb8e8f23b3d6da85e33d3aa,Asymmetric post-randomization exclusions: 1/45 pTEAS vs 5/45 control; participant sensory blinding not convincing,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,pain24_unclassified_TEAS_sham,1,pain24_unclassified_TEAS_sham,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-0.48,0.031422954545454546,,,
V33-OD-0075,Wu 2025,Wu_2025,WU25_TEAS_vs_SHAM_VAS24,PACU TEAS,Sham/no current,TEAS,sham,Pain,VAS pain intensity,24 h,Outcome-specific analyzed population,50.0,50.0,1.7,0.9,4.0,1.4,,,VAS 0-10,Mean/SD,Table 2 / primary 24-h VAS,,TEAS EA Verification/Source PDFs/103940.pdf,2fc3db1859c4af6dc85f9a357a2468eb54b002d2c7f87658c9113c207a8beb53,"Three patients could not be contacted at 24 h, yet all 100 were included in ITT; imputation/handling method is not explained",INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,pain24_unclassified_TEAS_sham,1,pain24_unclassified_TEAS_sham,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-2.3,0.05539999999999999,,,
V33-OD-0142,Luo 2026,Luo_2026,LUO26_TEAS_vs_SHAM_NRS24,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,TEAS,sham,Pain,Postoperative NRS pain,24 h,Outcome-specific analyzed population,138.0,139.0,1.3,0.92,1.65,0.95,,,NRS 0-10,Mean/SD,Postoperative pain table / 24 h,,TEAS EA Verification/Source PDFs/covidence_35_verified.pdf,c0f7a5e88ad8a000c8179382c1d55220fe9e798b9a4f8f6480f348d112898f51,Rest-versus-movement condition is not reported; participant masking was incomplete,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,pain24_unclassified_TEAS_sham,1,pain24_unclassified_TEAS_sham,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-0.34999999999999987,0.012626139088729017,,,
V33-OD-0158,Liu 2026 (ESD),Liu_2026_ESD,LIU26ESD_TEAS_vs_SHAM_NRS24,Perioperative TEAS,Sham-point/no current,TEAS,sham,Pain,NRS pain intensity,24 h,Outcome-specific analyzed population,58.0,62.0,1.2,1.3,2.8,1.9,,,NRS 0-10,Mean/SD,Serial NRS results / 24 h,,TEAS EA Verification/Source PDFs/covidence_69_full_article.pdf,0ec8f5810960f2beec2574fbd8779b1cc4402a328d3c844cbd146357dab63623,Active TEAS at maximum tolerated intensity vs sham no current; sensory blinding success was not tested,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,pain24_unclassified_TEAS_sham,1,pain24_unclassified_TEAS_sham,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-1.5999999999999999,0.08736373748609566,,,
V33-OD-0221,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_VAS24,Long-duration TEAS,Sham/no-current TEAS,TEAS,sham,Pain,VAS pain intensity,24 h,Outcome-specific analyzed population,58.0,59.0,1.98,0.39,2.72,0.73,,,VAS 0-10,Mean/SD,Figure 3 / 24-h VAS,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,Three randomized patients excluded; active 5-30 mA stimulation vs sham no current with no blinding-success assessment,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,pain24_unclassified_TEAS_sham,1,pain24_unclassified_TEAS_sham,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-0.7400000000000002,0.011654617182933955,,,
AUDIT-0342,Zheng 2025,Zheng_2025,V34_B4_023,Perioperative TEAS,Sham/no current,TEAS,sham,Pain,NRS pain score,24 h,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,1.7,0.8,2.2,1.1,,,NRS 0–10,Mean/SD,Journal of Pain Research 2025;18:6458; Table 4,NRS 24 h: TEAS 1.7±0.8 vs control 2.2±1.1.,TEAS EA Verification/Source PDFs/109499.pdf,a99722242c4b1800916d66613b5a0ed223a91f853e14ecce929740eb91dc466b,INTERNAL SOURCE CONFLICT: prose reports P=0.042 while Table 4 footnote prints bP=0.422. Do not silently correct.,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,pain24_unclassified_TEAS_sham,1,pain24_unclassified_TEAS_sham,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-0.5000000000000002,0.043377630121816176,,,
V33-OD-0187,Lee 2011,Lee_2011,LEE11_LOW_vs_SHAM_VAS24,Low-frequency dense-sparse SSP,Sham SSP,TEAS,sham,Pain,VAS pain intensity,24 h,Outcome-specific analyzed population,10.0,12.0,1.21,1.31,2.54,0.86,,,VAS 0-10,Mean/SD,24-h VAS table,,retrieved_pdfs/049_lee_2011.pdf,7ccfcd9d5a6cb8d3957f2666285774d528469a929b619a9e28a7c2b56ca36fe5,Rest vs movement not reported; two low-frequency participants excluded because unable to complete VAS,INCLUDE,SENSITIVITY,Available low-frequency arm only; not admitted as a complete multiarm evidence body.,pain24_Lee_low_arm_only,1,pain24_Lee_low_arm_only,MD,pain_setting_unspecified_24h,SENSITIVITY,0–10 points,-1.33,0.23324333333333333,,,
V33-OD-0118,Ng 2013,Ng_2013,NG13_EA_vs_SHAM_PAINPOD1,Electroacupuncture,Sham acupuncture,EA,sham,Pain,VAS pain intensity,POD1,Outcome-specific analyzed population,55.0,55.0,5.6,2.0,5.8,1.9,,,VAS 0-10,Mean/SD,Pain outcome / POD1,,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,POD1 is not an exact clock-defined 24-h point,INCLUDE,SENSITIVITY,Source construct/window/contrast reviewed; direct data admitted.,pain24_Ng_unspecified,1,pain24_Ng_unspecified,MD,pain_setting_unspecified_POD1,SENSITIVITY,0–10 points,-0.20000000000000018,0.13836363636363636,,,
AUDIT-0002+AUDIT-0003+AUDIT-0004,Zhu 2022,Zhu_2022,COMBINED_COMPATIBLE_ACTIVE_ARMS,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,usual_care,Pain,Pain on movement (NRS),6–24 h,Per-protocol,299.0,101.0,1.1468561872909697,1.072214112670401,1.44,1.3,,,NRS 0-10,Mean/SD,p. 422; Table 3 | p. 422; Table 3 | p. 422; Table 3,Pain at 6–24 h (mean±SD): Pre 1.15±1.02; 30 1.12±1.03; Comb 1.17±1.17; Usual 1.44±1.3; p=0.179,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,"Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods call the primary pain outcome 'pain on movement at 24h', while Table 3 labels the row 'Pain at 6–24 h'.",INCLUDE,SENSITIVITY,Interval summary cannot be assumed a point24h co-outcome.,pain6to24_movement_EA_usual,1,pain6to24_movement_EA_usual,MD,pain_movement_interval6_24h,SENSITIVITY,0–10 points,-0.2931438127090302,0.020577633479398894,,,
V33-OD-0028,Zhou 2025,Zhou_2025,ZHOU25_TEAS_vs_SHAM_FLATUS,PACU TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,48.0,49.0,14.1,3.19,15.88,3.78,,,hours,Mean/SD,Postoperative recovery-time table,,TEAS EA Verification/Source PDFs/105119.pdf,d9bf76bd7e244dd4513f686ee9be168122d8db4ced699a7f881f93237b3cb52b,Ascertainment mechanism should be considered in RoB because participant sensory blinding may be imperfect,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,flatus_TEAS_sham,1,flatus_TEAS_sham,MD,time_first_flatus,ADDITIONAL,hours,-1.7800000000000011,0.5036020833333333,,,
