study,outcome,timepoint,outcome_family,intervention,comparator,analysed_n_i,analysed_n_c,randomised_n_i,randomised_n_c,d1_randomisation,d2_deviations,d3_missing,d4_measurement,d5_reporting,overall,rationale,flags,source_pdf,status,adopted_by,adopted_date,provenance_note
Lu 2022,VAS at rest,48 h after surgery,Pain,TEAS,Control,47.0,47.0,50.0,50.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1 Low: 'randomly assigned to the TEAS or Control group in a ratio of 1:1 using a computer-generated random allocation sequence'; 'The randomization code for each patient was put in sealed envelope and not opened until allocation'. D2 Some concerns: 'For logistic reasons, blinding the patients was hard to perform', but 'Investigators involved in the follow-up were blinded to the group allocation'. D3 Low: 6 of 100 (6%) excluded post-randomisation with documented reasons (5 conversions to open surgery, 1 refusal). D5 Low: explicitly named in the trial's secondary-outcomes sentence -- 'time to flatus, time to first defecation, and time to first oral intake; pain intensity assessed by visual analogue scale (VAS), attempts and deliveries of patient-controlled analgesia (PCA), postoperative nausea and vomiting (PONV), quality of sleeping (QoS) and quality of recovery (QoR) evaluated at 24h, 48h and 72h after surgery'. D4 Some concerns for THIS result: identical reasoning to VAS at cough -- self-reported by the unblinded participant.",,getfile.php-3.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Lu 2022,VAS at rest,72 h after surgery,Pain,TEAS,Control,47.0,47.0,50.0,50.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1 Low: 'randomly assigned to the TEAS or Control group in a ratio of 1:1 using a computer-generated random allocation sequence'; 'The randomization code for each patient was put in sealed envelope and not opened until allocation'. D2 Some concerns: 'For logistic reasons, blinding the patients was hard to perform', but 'Investigators involved in the follow-up were blinded to the group allocation'. D3 Low: 6 of 100 (6%) excluded post-randomisation with documented reasons (5 conversions to open surgery, 1 refusal). D5 Low: explicitly named in the trial's secondary-outcomes sentence -- 'time to flatus, time to first defecation, and time to first oral intake; pain intensity assessed by visual analogue scale (VAS), attempts and deliveries of patient-controlled analgesia (PCA), postoperative nausea and vomiting (PONV), quality of sleeping (QoS) and quality of recovery (QoR) evaluated at 24h, 48h and 72h after surgery'. D4 Some concerns for THIS result: identical reasoning to VAS at cough -- self-reported by the unblinded participant.",,getfile.php-3.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Luo 2026,Complete response: no vomiting and no rescue antiemetic,0-48 h,PONV,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,138,139,138,139,Low,Low,Low,Low,Low,Low,"D1 Low: 'Eligible participants were randomized in a 1:1 ratio using a computer-generated randomization sequence'. D2 Low: 'patients, postoperative [outcome assessors] ... blinded outcome assessment: while the attending anesthesiologists performing the intervention could not be blinded' -- an intraoperative-only exception that does not affect these postoperative results; the sham used 'identical electrode placement and procedures ... however, the stimulator was turned off, and no electrical current was delivered'. D3 Low: 277 enrolled against a planned minimum of 264 (132/group), with the analysed 138/139 essentially matching plan. D5 Low: 'the rate of complete response (CR)' is explicitly named. D4 Low for THIS result: assessed by blinded postoperative outcome assessors, for a participant who was also blinded via a genuine current-off sham.",,covidence_35_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Luo 2026,Cumulative postoperative oxycodone consumption,0-24 h,Opioid consumption,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,138,139,138,139,Low,Low,Low,Some concerns,Some concerns,Some concerns,"D1 Low: 'Eligible participants were randomized in a 1:1 ratio using a computer-generated randomization sequence'. D2 Low: 'patients, postoperative [outcome assessors] ... blinded outcome assessment: while the attending anesthesiologists performing the intervention could not be blinded' -- an intraoperative-only exception that does not affect these postoperative results; the sham used 'identical electrode placement and procedures ... however, the stimulator was turned off, and no electrical current was delivered'. D3 Low: 277 enrolled against a planned minimum of 264 (132/group), with the analysed 138/139 essentially matching plan. D5 Some concerns: not itself named among the stated secondary endpoints. D4 Some concerns for THIS result: opioid administration is not itself confirmed as an outcome the blinded assessors specifically tracked.",result not among the pre-specified endpoints,covidence_35_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Luo 2026,Cumulative postoperative vomiting,0-48 h,PONV,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,138,139,138,139,Low,Low,Low,Low,Low,Low,"D1 Low: 'Eligible participants were randomized in a 1:1 ratio using a computer-generated randomization sequence'. D2 Low: 'patients, postoperative [outcome assessors] ... blinded outcome assessment: while the attending anesthesiologists performing the intervention could not be blinded' -- an intraoperative-only exception that does not affect these postoperative results; the sham used 'identical electrode placement and procedures ... however, the stimulator was turned off, and no electrical current was delivered'. D3 Low: 277 enrolled against a planned minimum of 264 (132/group), with the analysed 138/139 essentially matching plan. D5 Low: explicitly named among the secondary endpoints -- 'the rate of complete response (CR), the severity of PONV, the requirement for rescue antiemetics, postoperative pain scores, and the incidence of other adverse events'. D4 Low for THIS result: assessed by blinded postoperative outcome assessors, for a participant who was also blinded via a genuine current-off sham.",,covidence_35_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Luo 2026,Postoperative NRS pain,24 h,Pain,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,138,139,138,139,Low,Low,Low,Low,Low,Low,"D1 Low: 'Eligible participants were randomized in a 1:1 ratio using a computer-generated randomization sequence'. D2 Low: 'patients, postoperative [outcome assessors] ... blinded outcome assessment: while the attending anesthesiologists performing the intervention could not be blinded' -- an intraoperative-only exception that does not affect these postoperative results; the sham used 'identical electrode placement and procedures ... however, the stimulator was turned off, and no electrical current was delivered'. D3 Low: 277 enrolled against a planned minimum of 264 (132/group), with the analysed 138/139 essentially matching plan. D5 Low: explicitly named among the secondary endpoints -- 'the rate of complete response (CR), the severity of PONV, the requirement for rescue antiemetics, postoperative pain scores, and the incidence of other adverse events'. D4 Low for THIS result: assessed by blinded postoperative outcome assessors, for a participant who was also blinded via a genuine current-off sham.",,covidence_35_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Luo 2026,Published 'sufentanil equivalents' metric,Perioperative,Perioperative opioid,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,138,139,138,139,Low,Low,Low,Some concerns,Some concerns,Some concerns,"D1 Low: 'Eligible participants were randomized in a 1:1 ratio using a computer-generated randomization sequence'. D2 Low: 'patients, postoperative [outcome assessors] ... blinded outcome assessment: while the attending anesthesiologists performing the intervention could not be blinded' -- an intraoperative-only exception that does not affect these postoperative results; the sham used 'identical electrode placement and procedures ... however, the stimulator was turned off, and no electrical current was delivered'. D3 Low: 277 enrolled against a planned minimum of 264 (132/group), with the analysed 138/139 essentially matching plan. D5 Some concerns: a review-facing conversion metric, not itself named among the stated endpoints. D4 Some concerns for THIS result: derived from opioid administration data not itself confirmed as a tracked outcome.","sufentanil-equivalents metric is a derived/converted value, not a directly named outcome",covidence_35_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ma 2026,Athens Insomnia Scale,POD1,Sleep quality,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",17,16,18,17,Some concerns,Some concerns,Low,Some concerns,Low,Some concerns,"D1 Some concerns: 'This was a partially randomized controlled trial' -- patients with PSQI < 6 were assigned to a non-randomised reference control group, though the TEAS-vs-sham contrast extracted here is the genuinely randomised comparison. D2 Some concerns: the authors state plainly that 'Allocation concealment was not feasible due to the physical nature of the TEAS intervention' and 'participant blinding was not feasible given the physical nature of the intervention', though 'An outcome assessor blinded to group allocation performed all data collection'. D3 Low: 1 patient lost from each arm, documented ('incomplete postoperative data'). D5 Low: 'postoperative Athens Insomnia Scale (AIS) score as the primary outcome'. D4 Some concerns for THIS result: 'All postoperative assessments (NRS pain scores, AIS sleep scores, PONV incidence) were conducted by the same blinded assessor', but this measure has a subjective, internal-sensation component that only the unblinded participant can report in the first place.",,117210.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ma 2026,Cumulative postoperative opioid consumption,0-24 h,Opioid consumption,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",17,16,18,17,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,"D1 Some concerns: 'This was a partially randomized controlled trial' -- patients with PSQI < 6 were assigned to a non-randomised reference control group, though the TEAS-vs-sham contrast extracted here is the genuinely randomised comparison. D2 Some concerns: the authors state plainly that 'Allocation concealment was not feasible due to the physical nature of the TEAS intervention' and 'participant blinding was not feasible given the physical nature of the intervention', though 'An outcome assessor blinded to group allocation performed all data collection'. D3 Low: 1 patient lost from each arm, documented ('incomplete postoperative data'). D5 Some concerns: not itself confirmed among the assessor's explicitly named tracked measures (NRS pain, AIS, PONV). D4 Some concerns for THIS result: 'All postoperative assessments (NRS pain scores, AIS sleep scores, PONV incidence) were conducted by the same blinded assessor', but this measure has a subjective, internal-sensation component that only the unblinded participant can report in the first place.",result not confirmed among the pre-specified tracked measures,117210.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ma 2026,Nausea,24 h,PONV,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",17,16,18,17,Some concerns,Some concerns,Low,Some concerns,Low,Some concerns,"D1 Some concerns: 'This was a partially randomized controlled trial' -- patients with PSQI < 6 were assigned to a non-randomised reference control group, though the TEAS-vs-sham contrast extracted here is the genuinely randomised comparison. D2 Some concerns: the authors state plainly that 'Allocation concealment was not feasible due to the physical nature of the TEAS intervention' and 'participant blinding was not feasible given the physical nature of the intervention', though 'An outcome assessor blinded to group allocation performed all data collection'. D3 Low: 1 patient lost from each arm, documented ('incomplete postoperative data'). D5 Low: PONV incidence is named among the assessor's tracked postoperative measures. D4 Some concerns for THIS result: 'All postoperative assessments (NRS pain scores, AIS sleep scores, PONV incidence) were conducted by the same blinded assessor', but this measure has a subjective, internal-sensation component that only the unblinded participant can report in the first place.",,117210.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ma 2026,Vomiting,24 h,PONV,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",17,16,18,17,Some concerns,Some concerns,Low,Low,Low,Some concerns,"D1 Some concerns: 'This was a partially randomized controlled trial' -- patients with PSQI < 6 were assigned to a non-randomised reference control group, though the TEAS-vs-sham contrast extracted here is the genuinely randomised comparison. D2 Some concerns: the authors state plainly that 'Allocation concealment was not feasible due to the physical nature of the TEAS intervention' and 'participant blinding was not feasible given the physical nature of the intervention', though 'An outcome assessor blinded to group allocation performed all data collection'. D3 Low: 1 patient lost from each arm, documented ('incomplete postoperative data'). D5 Low: PONV incidence is named among the assessor's tracked postoperative measures. D4 Low for THIS result: unlike nausea, vomiting is objectively observable and does not depend solely on the unblinded participant's own account, and it was recorded by the same blinded assessor.",,117210.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ng 2013,Cumulative pethidine consumption,0-24 h,Opioid consumption,Electroacupuncture,Sham acupuncture,55,55,55,55,Some concerns,Low,Low,Low,Some concerns,Some concerns,"D1 Some concerns: 'A sealed nonopaque envelope ... was opened to determine the limb of entry' -- the report states explicitly that the concealment envelopes were not opaque. D2 Low: the compared arms are EA vs sham acupuncture, both blinded, and 'the outcome assessor were blinded to the treatment allocation'. D3 Low: 'There was no withdrawal or dropout, and all recruited patients were available for analysis'. D5 Some concerns: 'postoperative analgesic requirement' is named generally, but this exact cumulative pethidine mass is not the paper's own specific reported figure. D4 Low for THIS result: the outcome assessor was blinded, and both compared arms (EA and sham acupuncture) are equally blinded to the participant.",exact analgesic-mass figure not itself the paper's own named metric,covidence_1970_ng_2013.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ng 2013,Number of postoperative pethidine injections,Postoperative; exact window NR,Opioid demand,Electroacupuncture,Sham acupuncture,55,55,55,55,Some concerns,Low,Low,Low,Some concerns,Some concerns,"D1 Some concerns: 'A sealed nonopaque envelope ... was opened to determine the limb of entry' -- the report states explicitly that the concealment envelopes were not opaque. D2 Low: the compared arms are EA vs sham acupuncture, both blinded, and 'the outcome assessor were blinded to the treatment allocation'. D3 Low: 'There was no withdrawal or dropout, and all recruited patients were available for analysis'. D5 Some concerns: 'postoperative analgesic requirement' is named generally; this specific injection-count figure is not the paper's own reported metric. D4 Low for THIS result: the outcome assessor was blinded, and both compared arms (EA and sham acupuncture) are equally blinded to the participant.",result not itself the paper's own named metric,covidence_1970_ng_2013.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ng 2013,Time to first flatus,Postoperative,GI recovery,Electroacupuncture,Sham acupuncture,55,55,55,55,Some concerns,Low,Low,Low,Low,Some concerns,"D1 Some concerns: 'A sealed nonopaque envelope ... was opened to determine the limb of entry' -- the report states explicitly that the concealment envelopes were not opaque. D2 Low: the compared arms are EA vs sham acupuncture, both blinded, and 'the outcome assessor were blinded to the treatment allocation'. D3 Low: 'There was no withdrawal or dropout, and all recruited patients were available for analysis'. D5 Low: explicitly named among the secondary outcomes -- 'time of first passing flatus, time that the patients tolerated a solid diet, time to walk independently, duration of hospital stay, pain scores on visual analogue scale'. D4 Low for THIS result: the outcome assessor was blinded, and both compared arms (EA and sham acupuncture) are equally blinded to the participant.",,covidence_1970_ng_2013.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Ng 2013,VAS pain intensity,POD1,Pain,Electroacupuncture,Sham acupuncture,55,55,55,55,Some concerns,Low,Low,Low,Low,Some concerns,"D1 Some concerns: 'A sealed nonopaque envelope ... was opened to determine the limb of entry' -- the report states explicitly that the concealment envelopes were not opaque. D2 Low: the compared arms are EA vs sham acupuncture, both blinded, and 'the outcome assessor were blinded to the treatment allocation'. D3 Low: 'There was no withdrawal or dropout, and all recruited patients were available for analysis'. D5 Low: explicitly named among the secondary outcomes -- 'time of first passing flatus, time that the patients tolerated a solid diet, time to walk independently, duration of hospital stay, pain scores on visual analogue scale'. D4 Low for THIS result: the outcome assessor was blinded, and both compared arms (EA and sham acupuncture) are equally blinded to the participant.",,covidence_1970_ng_2013.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Complete combined postoperative opioid exposure (tramadol + rescue pethidine),0-24 h,Opioid consumption,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Some concerns,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Some concerns: opioid/analgesic consumption generally is the named primary outcome, but this specific combined morphine-equivalent construct across two different opioids is the review's own synthesis, not a single figure the paper itself reports. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",morphine-equivalent combination across two opioids is a review-derived construct,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Cumulative IV PCA tramadol HCl consumption,24-48 h,Opioid consumption,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Low,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Low: 'The primary outcome measures were the effects of TENS and TAES on pain and analgesic drug consumption'. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Nausea severity,0-24 h,PONV,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Low,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Low: explicitly named among the secondary outcomes -- 'respiratory functions, vital signs, nausea and vomiting status, dizziness, antiemetic drug consumption, and saturation'. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Rescue IM pethidine HCl consumption,0-24 h,Rescue opioid use,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Low,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Low: 'The primary outcome measures were the effects of TENS and TAES on pain and analgesic drug consumption'. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Rescue IM pethidine HCl consumption,24-48 h,Rescue opioid use,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Low,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Low: 'The primary outcome measures were the effects of TENS and TAES on pain and analgesic drug consumption'. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Rescue IV dexketoprofen trometamol consumption,0-24 h,Rescue analgesia,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Low,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Low: 'The primary outcome measures were the effects of TENS and TAES on pain and analgesic drug consumption'. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Rescue IV dexketoprofen trometamol consumption,24-48 h,Rescue analgesia,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Low,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Low: 'The primary outcome measures were the effects of TENS and TAES on pain and analgesic drug consumption'. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Oztas 2019,Resting postoperative pain after stimulation,2 h after surgery / after intervention,Pain,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6)",No electrical-stimulation intervention + standard PCA analgesia,15,16,16,16,Some concerns,High,Low,High,Low,High,"D1 Some concerns: 'randomization was performed with a web-based randomization system with the help of a computer'; 'A block randomization list was obtained for 3 groups', but no allocation-concealment mechanism is described. D2 High: the trial's own authors state 'Because the patients and data collector were aware they were implementation electrical stimulation or not, there was no blinding to the study' -- an explicit absence of blinding for both participants and the person recording outcomes. D3 Low: 1 patient excluded for non-protocol drug use. D5 Low: 'The primary outcome measures were the effects of TENS and TAES on pain and analgesic drug consumption'. D4 High for THIS result: the same person recording this outcome (the data collector) is explicitly stated to have known the treatment allocation, with no blinded party anywhere in the outcome-measurement chain for this trial.",,covidence_505_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
