report_id,trial_id,registry_ids,identity_excerpts,source_text,decision
Xing 2022,Xing_2022,ChiCTR2100042119,"i (&)  Y. Xie (&) Department of Anaesthesiology, The First Afﬁliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230001, Anhui, China e-mail: zmynjl@126.com Y. Xie e-mail: xyh200701@sina.cn  | ery has the advantages of lower postoperative infection rate, shorter hospital stay, and less associated trauma than traditional open surgery [1, 2]. However, preoperative anxiety, intraoperative pneumoperitoneum, and postoperative pain- induced stress react | a- ration of Helsinki and was approved by the local clinical research ethics committee. The trial protocol was approved by the ethics committee of the First Afﬁliated Hospital of USTC (approval no. KY2019-108). Each participant provided written informed c | cal research ethics committee. The trial protocol was approved by the ethics committee of the First Afﬁliated Hospital of USTC (approval no. KY2019-108). Each participant provided written informed consent before initiating any study-related procedures. Th |  protocol was approved by the ethics committee of the First Afﬁliated Hospital of USTC (approval no. KY2019-108). Each participant provided written informed consent before initiating any study-related procedures. This trial was regis- tered with the Chinese  | g elective laparoscopic gastric cancer surgery at the First Afﬁliated Hospital of USTC from January 2021 to December 2021 were randomly assigned in the ratio of 1:1:1 into the general anesthesia group (group G), TAPB group (group NG), and TEAS combined with  | m palm side, 2 cun (ap- prox. 40 mm) above the transverse wrist line, between the palmaris longus and the ﬂexor carpi radialis tendon. The Zusanli (ST36) acu- point is located on the lateral aspect of the patella of the lower leg, 3 cun (approx. 60 mm) belo |  near the subcostal margin was scanned with a probe placed vertically between the rib margin and the iliac crest. The injection target was ﬁxed in Pain Ther (2022) 11:1327–1339 1329 === PDF PAGE 4 === the fascial plane between the internal oblique and tra |  Ther (2022) 11:1327–1339 1329 === PDF PAGE 4 === the fascial plane between the internal oblique and transversus abdominis muscles using an in- plane puncture technique (Fig. 1b). Patients in the NTG and NG groups were injected with 40 mL of 0.375% ropiva | arm palm side, 2 cun (approx. 40 mm) above the transverse wrist line, between the palmaris longus and the ﬂexor carpi radialis tendon. ST36 is located on the lateral aspect of the patella of the lower leg, 3 cun (approx. 60 mm) below the hollow of the patel",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,No additional cohort merge justified by available identity evidence
Xiong 2021,Xiong_2021,ChiCTR2000037785,"risk: 0.39 [0.19, 0.80]). The severity of PONV differed significantly between groups, with five patients (16.1%) in the TEAS group and 15 patients (48%) in the control group experiencing clinically important PONV (P = 0.007, relative risk: 0.62 [0.42, 0.90] |  equally to this work. * Su Min ms89011068@163.com Qiuju Xiong 203382@hospital.cqmu.edu.cn Ke Wei wk202448@hospital-cqmu.com Yanmei Yang 225146343@qq.com Jingyue Ma 460524536@qq.com Dan Liu 9998751@qq.com Menghua Zeng tjzmh@foxmail.com Lei Zou zoulei4038@163 | 11068@163.com Qiuju Xiong 203382@hospital.cqmu.edu.cn Ke Wei wk202448@hospital-cqmu.com Yanmei Yang 225146343@qq.com Jingyue Ma 460524536@qq.com Dan Liu 9998751@qq.com Menghua Zeng tjzmh@foxmail.com Lei Zou zoulei4038@163.com 1 Department of Anesthesiology,  | ulei4038@163.com 1 Department of Anesthesiology, The First Affiliated Hospital of Chongqing Medical University, Youyi Road 1, Yuzhong District, Chongqing 400016, People’s Republic of China 2 College of Traditional Chinese Medicine, Chongqing Medical Universi |  China 3 Department of Gastrointestinal Surgery, The First Affiliated Hospital of Chongqing Medical University, Chongqing 400016, People’s Republic of China https://doi.org/10.1007/s11695-020-05205-9 / Published online: 2 March 2021 Obesity Surgery (2021) 31 | vents and delayed mobilization with subsequent prolonged recovery and hospital discharge [3, 4]. Although several ran- domized controlled trials have attempted to decrease PONV rates [5–7], effective PONV prophylaxis strategies remain elusive in LSG patients | ctive, randomized, controlled trial was approved by the institutional ethics committee of the first affiliated hos- pital of Chongqing Medical University on December 11, 2017. The trial was registered with the Chinese Clinical Trial Registry (ChiCTR200003 | l of Chongqing Medical University on December 11, 2017. The trial was registered with the Chinese Clinical Trial Registry (ChiCTR2000037785) and all participating pa- tients provided their written informed consent. Participants This study included 62 consecuti |  Power anal- ysis suggested that 28 patients for each group should be recruited to provide a power of 80% (β = 0.2) and a two- sided confidence interval of 95% (α = 0.05). Accounting for 10% potential loss to follow-up, the sample size was increased to 62 p | on chi-square or Fisher’s exact tests. Differences in pain VAS scores between the two groups at different time intervals were investigated using multivariate analysis of var- iance (MANOVA) tests. P values < 0.05 were considered sta- tistically significant.",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xiong_2021.txt,No additional cohort merge justified by available identity evidence
Yang 2020,Yang_2020,ChiCTR1800014461,"ort: This work was supported by a research grant from the Affiliated Hospital of Nanjing University of Chinese Medicine (Y18021) Background: The aim of this study was to study the feasibility and acceptability of electroacupuncture (EA) for preventing p |  and 4 hours and 24 hours after surgery). The primary out­ comes were recruitment, retention, acceptability of the EA intervention, incidence and severity of abdominal distension (AD), and time to first flatus and defecation. Secondary outcomes included po | perative nausea and vomiting (PONV), pain intensity, and duration of hospital stay. Results: We recruited 60 participants and 59 were randomized into 2 groups for this study: 30 in the EA group and 29 in the UC group. In total, 57 participants completed | (PONV), pain intensity, and duration of hospital stay. Results: We recruited 60 participants and 59 were randomized into 2 groups for this study: 30 in the EA group and 29 in the UC group. In total, 57 participants completed the study. With the exceptio |  differences appeared regarding AD, rescue medication, or duration of hospitalization. PONV and pain intensity were similar in both groups at the recorded time periods. Conclusions: EA is feasible and acceptable to patients undergoing VATS surgery. Our p | rch F Funds Collection G 1 Department of Anesthesiology, Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing, Jiangsu, P.R. China 2 Department of Acupuncture and Rehabilitation, Affiliated Hospital of Nanjing University of Chinese Medi | P.R. China 2 Department of Acupuncture and Rehabilitation, Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing, Jiangsu, P.R. China 3 School of Health and Biomedical Sciences, Royal Melbourne Institute of Technology (RMIT) University, Me | few years. It is associated with reduced postoperative pain, shorter hospital stays, and better quality of recovery [1]. In addition to pain control, adequate gas­ trointestinal function plays a crucial role in promoting physio­ logical recovery after surg | with discomfort experienced by patients, delayed recovery, prolonged hospitalization, and increased financial burden [3]. Delayed motility of the whole gastrointestinal sys­ tem was observed on the first and third postoperative days after thoracic surgery | testinal function in patients who underwent thoracic surgery in our hospital was consistent with recent literature: PGD was expe­ rienced by many patients, with a particularly high incidence of postoperative constipation [5–7]. Therefore, maintaining nor­",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2020.txt,No additional cohort merge justified by available identity evidence
Yang 2024,Yang_2024,ChiCTR1900024840,"n Zheng b, Man Zheng a,* a Department of Anesthesiology, Affiliated Hospital of Nanjing University of Traditional Chinese Medicine, Hanzhong Road 155, Nanjing 210029, China b Discipline of Chinese Medicine, School of Health and Biomedical Sciences, RMIT U | rgery, postoperative morphine use, time to ambulation, and length of hospital stay. Results: Time to first flatus (15.4 ± 3.2 h vs. 17.0 ± 3.7 h, P = 0.004) and time to first defecation (75.9 ± 7.9 vs. 79.7 ± 8.1 h, P = 0.002) in the EA group were signifi | ative pain intensity, morphine use, time to ambulation, and length of hospital stay between the two groups (P>0.05). Conclusion: Electroacupuncture is a simple intervention for accelerating postoperative gastrointestinal recovery and may be considered as  | nsity, morphine use, time to ambulation, and length of hospital stay between the two groups (P>0.05). Conclusion: Electroacupuncture is a simple intervention for accelerating postoperative gastrointestinal recovery and may be considered as an adjunct str | ery after Surgery (ERAS) has been shown to be associ­ ated with short hospital stay and a quick and safe return to normal ac­ tivity1. Opioid sparing multimodal analgesia, minimally invasive surgery, fewer tubes and intravenous lines are important component | urgery. Patients and methods This study was approved and audited by Ethics Committee of Jiangsu Province Hospital of Chinese Medicine, and was registered in the Chi­ nese Clinical Trial Registry (ChiCTR1900024840). A single-center, prospective, random | udy was approved and audited by Ethics Committee of Jiangsu Province Hospital of Chinese Medicine, and was registered in the Chi­ nese Clinical Trial Registry (ChiCTR1900024840). A single-center, prospective, randomized study was conducted on patients who  |  Committee of Jiangsu Province Hospital of Chinese Medicine, and was registered in the Chi­ nese Clinical Trial Registry (ChiCTR1900024840). A single-center, prospective, randomized study was conducted on patients who under­ went thoracoscopic lung surgery f | scores, postoperative morphine use, time to ambulation and length of hospital stay. Abdominal distension was measured by a 5- point Likert-type scale ranging from “0 = I feel no abdominal distension at all” to “4 = I feel horrible abdominal distension and | ficant differences in the post-operative pain at rest or on movement between groups. Cumulative morphine consumption during the postoperative day 1 and 3 were similar between the two groups. Fig. 1. Flowchartof participants through the study. Table 1 D",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2024.txt,No additional cohort merge justified by available identity evidence
Yao 2015,Yao_2015,,"al Medical College of Fujian Medical University and Fujian Provincial Hospital, Fuzhou 350001, China 2Department of Traditional Chinese Medicine, Fujian Provincial Hospital, Fuzhou 350001, China Correspondence should be addressed to Yanqing Chen; fjslyys@gma |  China 2Department of Traditional Chinese Medicine, Fujian Provincial Hospital, Fuzhou 350001, China Correspondence should be addressed to Yanqing Chen; fjslyys@gmail.com Received 15 December 2014; Accepted 12 January 2015 Academic Editor: Anwar-Ul-Hassan Gi | plications delay the patient’s recovery from anesthesia, extend their hospital stay, and increase overall healthcare costs [1, 2]. Due to side effects of drug therapy, an integrated approach combining pharmacological methods and various complementary analges | l was approved by the Institutional Review Board of Fujian Provincial Hospital (Ref. K2014-05-008). We enrolled 74 consecutive subjects, aged 18 to 60 years and American Society of Anesthesiologists physical status I-II, who under- went general anesthesia fo | o- scopic surgery from May 2014 to November 2014 at Fujian Provincial Hospital. The exclusion criteria were as follows: potentially difficult airway, sore throat, a history of chronic pain, drug or alcohol abuse, mental disorder, obesity (BMI > 30 kg/m2), in | ere sim- ilar with no statistically significant differences (𝑃> 0.05) between groups (Table 1). Patients in the TEAS group had significantly higher QoR scores on 24 h after surgery (𝑃< 0.001). As shown in Table 2, the QoR-40 scores (mean (SD)) were 176.5 (1 | s initially tested in the Australian population; cultural differences between countries may limit its generalizability [26]. Second, this is a single center study in a strictly defined patient population. This may potentially limit external validity of the  | e Liu and Dr. Wanqiu Lin (Department of Gynecology, Fujian Provincial Hospital, Fuzhou, China), for their support and cooperation. References [1] G. Savoia, D. Alampi, B. Amantea et al., “Postoperative pain treatment SIAARTI recommendations 2010 short versio",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yao_2015.txt,No additional cohort merge justified by available identity evidence
Yeh 2010,Yeh_probable_family,," is the deputy head nurse in the nursing department. Veterans General Hospital, Taipei. Mei-Yung Tsou, MD, PhD, is a physi- cian in the anesthesiology department. Veterans General Hospital. Hsing-Hsia Chen, PhD, is a professor of Department of Applied Mathem | , is a physi- cian in the anesthesiology department. Veterans General Hospital. Hsing-Hsia Chen, PhD, is a professor of Department of Applied Mathematics, Chung-Yuan Christian University, Chung-Li. Corresponding author: Hsing-Hsia Chen, MA, MS, PhD E-mail ad |  groups with better outcomes observed in EGl than in EG2. However, no between-group difference was found in initial demand for PCA or in PONV. Conclusions • The study demonstrates that acupoint electrical stimulation improves acute postoperative pain manage | n pneumonia as well as esophageal rupture, increas- ing the length of hospital stays and the mortality rate."" Alkaissi et al showed that the intensity of symptoms and the total num- her of distress-inducing symptoms did not decrease after antie- metic treatm |  measured parameters in the first lab stage No significant difference between the groups in any outcome Mixed frequency of stimula- tion decreased morphine requirements compared with the sham and low- and high-frequency groups At the end of transport true p | thopedic departments of a 4000-bed medical center in northern Taiwan. Ethical approv- al was obtained from the institutional review board of the same hospital. Patients who met the criteria for inclusion were recruit- ed, and informed consent was obtained | prov- al was obtained from the institutional review board of the same hospital. Patients who met the criteria for inclusion were recruit- ed, and informed consent was obtained from all participants. The purpose and procedure of the study were explained to th | f the same hospital. Patients who met the criteria for inclusion were recruit- ed, and informed consent was obtained from all participants. The purpose and procedure of the study were explained to the participants, who were informed that data collected woul | 83, PK.OOÏ). Significant differences were also found in these results between EGl and EG2 (P=.O2, .02, .03, respectively) and between the EGl and the CG (^=.01, .02, .02, respectively). In addition, the pain score was significantly different among the three | these results between EGl and EG2 (P=.O2, .02, .03, respectively) and between the EGl and the CG (^=.01, .02, .02, respectively). In addition, the pain score was significantly different among the three groups (f =5.74, P<.001) and between EGl and the CG (P ",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yeh_2010.txt,PROBABLE OVERLAP — do not double count
Yeh 2011,Yeh_probable_family,,"i Street, Hsinchu, Taiwan, ROC c Nursing Department, Veterans General Hospital, Taipei, No. 201, Shih-Pai Road, Section 2, PeiTou 112, Taipei, Taiwan, ROC d Department of Applied Mathematics, Chung-Yuan Christian University, No. 200, Chungpei Road, Chung-Li  | er surgery (n=30) Fig. 1. The ﬂow of research design, participants’ recruitment, intervention and assessment. [()TD$FIG] Fig. 2. Diagram of acupoints location, include Shenmen, Neiguan, Weizhong, and Yanglingquan. M.-L. Yeh et al. / International Journal  | the ﬁrst 24 h after surgery. 3.5. Procedures and data analysis First, ethical approval was obtained from the Institu- tional Review Board of the study hospital. Informed consent was signed by all participants. Second, all participants were given the same  | roval was obtained from the Institu- tional Review Board of the study hospital. Informed consent was signed by all participants. Second, all participants were given the same regimen of preoperative medication, which was general anesthesia with intravenous th | tient-triggered 1 mg bolus of morphine with a 10 min lockout interval between doses. Last, the outcome measures were administered at baseline prior to the intervention. Pain was assessed 30 min after the ﬁrst and second AES intervention (posttest 1 and 2, r | (p < 0.007) or sham group (p = 0.005), but not signiﬁcantly different between the sham and the control (p = 1.00). Regardless of interventions, the statistical signiﬁcance in the main effect of time was found (F(2, 174) = 147.83, p < 0.001). The interaction | ct of time was found (F(2, 174) = 147.83, p < 0.001). The interaction between group and time was also signiﬁcant (F(2, 174) = 6.04, p < 0.001). 4.3. The results of AES on BPI and opiate requirement Table 2 summarizes the effect of AES intervention on pain i | ensity and its inﬂuence in various activities. There was a signiﬁcant between-group difference in the worst (F(2,87) = 4.86, p = 0.01) and average (F(2, 87) = 4.71, p = 0.01) pain intensity 24 h after surgery. Scheffe’s post hoc analysis conﬁrmed the signiﬁ | cheffe’s post hoc analysis conﬁrmed the signiﬁcance of the difference between the AES and the sham (p = 0.03) or the control (p = 0.03) for the worst and the average pain intensity. There were signiﬁcant between-group differences in the ability of pain to i | ) for the worst and the average pain intensity. There were signiﬁcant between-group differences in the ability of pain to interfere with change of position (F(2, Table 1 Homogeneity of demographic and medical characteristics at baseline. Variables AES Sham ",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yeh_2011.txt,PROBABLE OVERLAP — do not double count
Yu 2020,Yu_2020,NCT02619578," recorded. Results: QoR-40 and MMSE scores of T0 showed no difference between two groups (QoR-40: 197.50 ± 2.57 vs. 195.83 ± 5.17), (MMSE: 26.83 ± 2.74 vs. 27.53 ± 2.88). Compared with the Con group, QoR-40 and MMSE scores of T1 and T2 were higher in the TE | oscopic surgery. Trial registration: ClinicalTrials.gov, NCT02619578. Registered on 2 December 2015. Trial registry name: https://clinicaltrials.gov Keywords: Transcutaneous electric acupoint stimulation (TEAS), Gynecological laparoscopic surgery, QoR-40, MMSE | _Yu@163.com Department of Anesthesiology, Guizhou Provincial People’s Hospital, No. 83 Zhongshan Road Nanming district, Guiyang City, Guizhou Province, China Yu et al. Trials (2020) 21:43 https://doi.org/10.1186/s13063-019-3892-4 === PDF PAGE 2 === Introd | aparoscopy over laparotomy in- clude less postoperative pain, shorter hospital stays, and reduced blood loss [1–3]. However, during surgery CO2 increases the intra-abdominal and intrathoracic pressure, which leads to cardiac output decrease and increase in s | claration of Helsinki and was approved by the local Clinical Research Ethics Committee. Written informed consent was obtained from each participant. The study was approved by the Ethics Committee of Guizhou Pro- vincial People’s Hospital. Patient populati | ent was obtained from each participant. The study was approved by the Ethics Committee of Guizhou Pro- vincial People’s Hospital. Patient population Sixty patients undergoing elective gynecological laparo- scopic surgery at Guizhou province people’s hospi | was approved by the Ethics Committee of Guizhou Pro- vincial People’s Hospital. Patient population Sixty patients undergoing elective gynecological laparo- scopic surgery at Guizhou province people’s hospital with an American Society of Anesthiologists (ASA) | ive gynecological laparo- scopic surgery at Guizhou province people’s hospital with an American Society of Anesthiologists (ASA) classifica- tion physical status of I–II were recruited between No- vember 2013 and November 2014; written consent was obtained f | f Anesthiologists (ASA) classifica- tion physical status of I–II were recruited between No- vember 2013 and November 2014; written consent was obtained from all patients. Exclusion criteria were recent use of TEAS or acupuncture, neural damage or infection  | logists (ASA) classifica- tion physical status of I–II were recruited between No- vember 2013 and November 2014; written consent was obtained from all patients. Exclusion criteria were recent use of TEAS or acupuncture, neural damage or infection along the ",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yu_2020.txt,No additional cohort merge justified by available identity evidence
Zhan 2020,Zhan_2020,,"anjing University of Traditional Chinese Medicine, China b Affiliated Hospital of Nanjing University of Traditional Chinese Medicine, China A R T I C L E I N F O Keywords: Postoperative analgesic Transverse abdominis plane block Transcutaneous electric acupo | At baseline there was no significant differences in general condition between three groups. Compared with the TAP group and the usual care group, the VAS of the TAP + TEAS group decreased significantly at 24 and 48 h after surgery (P = 0.03, P < 0.0001; P = | thods Written informed consent was obtained from all participants and ethical approval from the Affiliated Hospital of Nanjing University of Chinese Medicine (Jiangsu Province Hospital of Chinese Medicine) (Approval letter No.2015NL-130-02). In addition,  | tained from all participants and ethical approval from the Affiliated Hospital of Nanjing University of Chinese Medicine (Jiangsu Province Hospital of Chinese Medicine) (Approval letter No.2015NL-130-02). In addition, this study was regis- tered with Chinese |  Hospital of Nanjing University of Chinese Medicine (Jiangsu Province Hospital of Chinese Medicine) (Approval letter No.2015NL-130-02). In addition, this study was regis- tered with Chinese Clinical Trial Registry (ref: Chi CTR-INR-17011598) (http://www.chic | ticipants This study was a single blind randomized control trial that recruited people who were to undergo elective open abdominal surgery in Jiangsu Province Hospital of Chinese Medicine from March to August in 2017. A total of 91 participants were include | o were to undergo elective open abdominal surgery in Jiangsu Province Hospital of Chinese Medicine from March to August in 2017. A total of 91 participants were included in the study, 1 patient did not continue with the study due to personal reasons. Finally | ed PCIA for postoperative analgesia. Inclusion criteria were: 1. aged between 18–85 years old, ASA physical status I–II, and weight between 45−85 kg; 2. undergoing elective open abdominal surgery(including total gastrectomy, partial gastrectomy and radical  | 1. aged between 18–85 years old, ASA physical status I–II, and weight between 45−85 kg; 2. undergoing elective open abdominal surgery(including total gastrectomy, partial gastrectomy and radical colectomy) with an operating time shorter than 5 h; 3. Volunte | sing an in-plane technique, with the tip located in the fascial plane between the rectus abdominis muscle and transverse abdominis muscle. Injection of liquid within the fascia created a characteristic pocket of fluid which opened up the fascia as the volum",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhan_2020.txt,No additional cohort merge justified by available identity evidence
Zhang 2014,Zhang_2014,NCT01700855,"ofessor, 4 Associate Professor, Department of Anaesthesiology, Xijing Hospital, Fourth Military Medical University, Xi’an, Shaanxi, China 2 Specialist Registrar, Department of Anaesthesiology, Shaanxi Provincial Maternal and Child Health Hospital, Xi’an, Sha | ment of Anaesthesiology, Shaanxi Provincial Maternal and Child Health Hospital, Xi’an, Shaanxi, China Summary Electroacupuncture has been demonstrated to be effective at alleviating pain and postoperative side-effects. Our aim was to investigate whether tran | ion of general anaesthesia. We found signiﬁcant mean (SD) differences between the transcutaneous electric acupoint stimulation and sham groups in the mean (SD) length of recovery room stay (35.6 (12.9) min vs 48.3 (16.3) min, p = 0.01), time to removal of t | ia-related side-effects. Methods The trial was approved by the Xijing Hospital Research Ethics Committee and is registered as NCT01700855 at clinicaltrials.gov. All participating patients gave signed informed consent before being enrolled in this study. We c | fects. Methods The trial was approved by the Xijing Hospital Research Ethics Committee and is registered as NCT01700855 at clinicaltrials.gov. All participating patients gave signed informed consent before being enrolled in this study. We conducted this p |  was approved by the Xijing Hospital Research Ethics Committee and is registered as NCT01700855 at clinicaltrials.gov. All participating patients gave signed informed consent before being enrolled in this study. We conducted this prospective, randomised, place |  prospective, randomised, placebo-controlled clinical trial in Xijing Hospital at the Fourth Military Medical University. Seventy-two women aged 20–50 years, of ASA physical status 1 or 2, scheduled for elective cosmetic breast surgery, were eligible for thi | smetic breast surgery, were eligible for this trial, which took place between July and December 2012. The exclusion criteria were as follows: heart, lung, liver, kidney or endocrine system disease; mental disorder, sore throat; obesity; poten- tially difﬁcu | est with post-hoc multiple comparisons was used to compare the values between the groups at each time point. The level of signiﬁcance for all statistical tests was set at 0.05. Results As shown in Fig. 2, a total of 72 patients were enrolled in the study; s | ’ characteristics and type and dura- tions of procedures were similar between the two groups (Table 1). There were signiﬁcant differences between the two groups in total dose of remifentanil given, the time to removal of the LMA, the time to reorientation a",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2014.txt,No additional cohort merge justified by available identity evidence
Zhang 2018,Zhang_2018,,"ation and postoperative pain, and results in prolonged postoperative hospital stay and increased healthcare costs [1–3]. According to the Health Care Financing Administration (HCFA) data, Medicare patients who underwent surgical procedures stayed in the  | a, Medicare patients who underwent surgical procedures stayed in the hospital for a total of 1.82 million days (a mean of 11.3 days per patient), and cost healthcare industries approxi- mately US $1.75 billion during the year of 2000 [4]. It is estimated  | ealthcare system costs will be reduced by 155 million dollars if the hospital stay for each patient is reduced by 1 day with the major abdominal colorectal surgeries in the United States [4]. Pharmacological treatments available for patients after major  | on by 42.8% (P < 0.01), time to resuming diet by 26.5% (P < 0.01) and hospital stay by 30% (P < 0.05) as well as pain score by 50% (P < 0.01). (2) TEA significantly increased vagal activity (P < 0.001) and decreased sympathetic activity on POD 4 (P < 0.001 | om POD 1 to POD 4. (5) TEA was an independent predictor of a shorter hospital stay. Conclusions: Needleless TEA improves major postoperative symptoms by enhancing vagal and suppressing sympathetic activities. Am J Gastroenterol (2018) 113:1026–1035. https: | 10.1038/s41395-018-0156-y 1Department of Gastroenterology, Changzheng Hospital affiliated to Second Military Medical University, Shanghai, 200003, China. 2Ningbo Pace Translational Medical Research Center, Ningbo, Zhejiang, China. 3Division of Gastroenterol | nter, Ningbo, Zhejiang, China. 3Division of Gastroenterology, Yinzhou Hospital Affiliated to Medical School of Ningbo University, Ningbo, Zhejiang, China. 4Gastroenterology Surgical Department, Yinzhou Hospital Affiliated to Medical School of Ningbo Univers | gbo, Zhejiang, China. 4Gastroenterology Surgical Department, Yinzhou Hospital Affiliated to Medical School of Ningbo University, Ningbo, Zhejiang, China. 5Department of Gastroenterology, Huai’an First People’s Hospital, Nanjing Medical University, Huai’an, | iang, China. 5Department of Gastroenterology, Huai’an First People’s Hospital, Nanjing Medical University, Huai’an, Jiangsu, China. 6Division of Gastroenterology and Hepatology, Johns Hopkins Center for Neurogastroenterology, Baltimore, MD 21224, USA. Thes | rformed from June 2016 through December 2016 at the Yinzhou People’s Hospital. Forty-two patients with gastrointestinal cancers after open abdominal surgeries aged over 18 years were enrolled in this study. The sample size was estimated using previous da",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2018.txt,No additional cohort merge justified by available identity evidence
Zhang 2023,Zhang_2023,NCT03631160,"ly recovery after surgery. Results A total of 1,948 participants were recruited and randomized to TEAS (n = 975) or sham (n = 973) between August 2018 and June 2020. TEAS shortens the time delay of the ﬁrst spontaneous voiding after laparoscopic cholecystec | nts were recruited and randomized to TEAS (n = 975) or sham (n = 973) between August 2018 and June 2020. TEAS shortens the time delay of the ﬁrst spontaneous voiding after laparoscopic cholecystectomy (5.6 h [IQR, 3.7–8.1 h] in the TEAS group vs 7.0 h [IQR, | , affect- ing 4.7–15.8% patients, and it is associated with prolonged hospital stay, increased costs, and patient anxiety and dis- comfort [4–6]. Elective laparoscopic cholecystectomy without catheterization has become popular in recent years because of its  | partment of Anesthesiology and Critical Care Medicine, Tianjin Nankai Hospital, Tianjin Medical University, 6 Changjiang Road, Tianjin, People’s Republic of China 2 Department of Biomedical Engineering, College of Precision Instruments and Optoelectronics En | y design This prospective, double-blind trial was conducted at Nankai Hospital, a tertiary hospital trusted by China National Natural Science Foundation between August 21, 2018, and June 17, 2020. This study was approved by the local institutional review boa | tive, double-blind trial was conducted at Nankai Hospital, a tertiary hospital trusted by China National Natural Science Foundation between August 21, 2018, and June 17, 2020. This study was approved by the local institutional review board, and written infor | ertiary hospital trusted by China National Natural Science Foundation between August 21, 2018, and June 17, 2020. This study was approved by the local institutional review board, and written informed consent was obtained from all subjects participating in t |  obtained from all subjects participating in the trial. The trial was registered prior to patient enrollment at clinicaltrials.gov (NCT03631160) and conducted in accordance with the Declaration of Helsinki. Patients Patients were included if they were 40–75 ye | reatment allocation. Interventions A full-time acupuncturist who is a registered TCM prac- titioner with eight years of clinical experience provided TEAS and sham treatments independently. In the inter- vention, she remained silent regarding the allocation and | postoperatively as necessary. Intra-abdominal pressure was maintained between 8 and 12 mmHg. Patients received Ringer’s lactate solution infusion in the pre- and intraop- erative periods at a rate of 10 mL/kg/h [20]. This was continued after surgery until o",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2023.txt,No additional cohort merge justified by available identity evidence
Zhang 2025,Zhang_2025,ChiCTR2400093634," Wenwen Du 2 1Department of Anesthesiology,the Zaoyang First People’s Hospital, Xiangyang, People’s Republic of China; 2Department of Anesthesiology,the First Affiliated Hospital of Wenzhou Medical University, Wenzhou, People’s Republic of China; 3Departmen | epublic of China; 2Department of Anesthesiology,the First Affiliated Hospital of Wenzhou Medical University, Wenzhou, People’s Republic of China; 3Department of Laboratory Medicine, Clinical Medical College of Shihezi University, Shihezi, People’s Republic | ndence: Wenwen Du, Departments of Anesthesiology,The First Affiliated Hospital of Wenzhou Medical University, Ouhai District, Wenzhou, Zhejiang, People’s Republic of China, Tel +86 150 8892 5016, Email 862892574@qq.com Purpose: Laparoscopic hysterectomy(LH) | d Methods: Patients scheduled for elective LH at the First Affiliated Hospital of Wenzhou Medical University (February 2024–2025) were randomly divided (1:1 ratio) into a TEAS and control group. TEAS involved bilateral stimulation at Hegu–Neiguan, and Sany | with a shorter time to pelvic drain removal, decreased postoperative hospitalization, earlier ambulation, and lower incidence of postoperative nausea and vomiting (all P < 0.05). No significant improve­ ment in incisional pain was observed with TEAS interve |  Methods Study Design and Participants This study was approved by the Ethics Committee of The First Affiliated Hospital of Wenzhou Medical University on 23 February 2024 (Approval No.: KY2024-019) and registered in the Chinese Clinical Trial Registry (Re | is study was approved by the Ethics Committee of The First Affiliated Hospital of Wenzhou Medical University on 23 February 2024 (Approval No.: KY2024-019) and registered in the Chinese Clinical Trial Registry (Registration No.: ChiCTR2400093634). This stu | edical University on 23 February 2024 (Approval No.: KY2024-019) and registered in the Chinese Clinical Trial Registry (Registration No.: ChiCTR2400093634). This study strictly adhered to the guidelines established by the Consolidated Standards of Reporting | 108 patients scheduled to undergo elective LH at the First Affiliated Hospital of Wenzhou Medical University between March 2024 and April 2025 were enrolled. The inclusion criteria were age 18–65 years, American Society of Anesthesiologists (ASA) I–II, plan | ve LH at the First Affiliated Hospital of Wenzhou Medical University between March 2024 and April 2025 were enrolled. The inclusion criteria were age 18–65 years, American Society of Anesthesiologists (ASA) I–II, planned patient- controlled intravenous an",10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2025.txt,No additional cohort merge justified by available identity evidence
