covidence_id,study_id,title,journal,exclusion_reason,excluded_on,evidence_basis,full_text_sha256,non_english_signal,term_intervention,term_randomized,term_general_anaesthesia,term_opioid,term_pain,term_ponv,term_recovery_quality,term_gi_recovery,term_rescue_analgesia,term_hospital_stay,term_adverse_events,registered_outcome_terms,triage,status
1879896781,Tu 2018,Transcutaneous Electrical Acupoint Stimulation Improves Immunological Function During the Perioperative Period in Patients With Non-Small Cell Lung Cancer Undergoing Video-Assisted Thoracic Surgical Lobectomy.,Technology in cancer research & treatment  2018;17():1533033818806477,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),50f51dfc78fe0cef93fdc5a87333eac70abf3e5ac9f70406429bd0ff6eab3e88,False,True,True,True,True,True,True,False,False,False,True,True,opioid;pain;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897043,Tzeng 2015,"Single-blinded, randomised preliminary study evaluating the effects of 2 Hz electroacupuncture for postoperative pain in patients with total knee arthroplasty.",Acupuncture in medicine : journal of the British Medical Acupuncture Society  2015;33(4):284-8,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),74d6901ec268fefb5b7686c2c8f91315fe75a1c0a6e6327287a4ffc7a3dda87b,False,True,True,False,True,True,True,False,False,False,False,False,opioid;pain;ponv,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897512,Wang 1997,Effect of the intensity of transcutaneous acupoint electrical stimulation on the postoperative analgesic requirement.,Anesthesia and analgesia  1997;85(2):406-13,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),68b137a7876f976afd74bf0620c80d4cda08c8f7de73ae1740309d8b5d3b0d2f,False,True,True,True,True,True,True,False,False,False,True,True,opioid;pain;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896849,Wang 2017,[Effects of transcutaneous electrical acupoint stimulation on treatment and prevention of postoperative sore throat after tracheal intubation under general anesthesia].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2017;37(7):701-704,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,False,True,False,False,False,False,False,False,pain,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897113,Wang 2014,"Transcutaneous electric acupoint stimulation reduces intra-operative remifentanil consumption and alleviates postoperative side-effects in patients undergoing sinusotomy: a prospective, randomized, placebo-controlled trial.",British journal of anaesthesia  2014;112(6):1075-82,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,True,True,False,False,False,False,False,False,False,opioid,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896431,Wang 2022,"Transcutaneous electrical acupoint stimulation for reducing cognitive dysfunction in lumbar spine surgery: A randomized, controlled trail.",Frontiers in aging neuroscience  2022;14():1034998,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),261a3b06078c4814cf16b40a9ea09532ba8494463bae85c66d23cf7523ec48b0,False,True,True,True,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896417,Wang 2022,Electroacupuncture Before Gastrectomy Accelerates Recovery from Gastrointestinal Dysfunction: A Feasibility Study.,Medical acupuncture  2022;34(6):371-379,Wrong patient population,01/09/26,FULL TEXT (retrieved PDF),18217abd408c10c9559a587beefded95dca4f0ab97e2602b42ae5d9c91b7af11,False,True,True,True,True,True,True,False,True,False,True,True,opioid;pain;ponv;gi_recovery;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896763,Wang 2018,[Electroacupuncture Treatment Conduced Before and After Surgery Is Better in Promoting Reco-very of Gastrointestinal Function in Colorectal Cancer Patients Undergoing Radical Resection].,Zhen ci yan jiu = Acupuncture research  2018;43(12):797-800,Publication language,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,True,False,True,False,True,False,False,True,opioid;ponv;gi_recovery;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897317,Wang 2010,Electroacupoint stimulation for postoperative nausea and vomiting in patients undergoing supratentorial craniotomy.,Journal of neurosurgical anesthesiology  2010;22(2):128-31,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,True,False,False,True,False,False,False,False,False,ponv,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896297,Wang 2024,Effects of conventional nursing in the operating room combined with transcutaneous electrical acupoint stimulation on postoperative cognitive dysfunction after total knee arthroplasty in elderly patients.,Journal of orthopaedic surgery and research  2024;18(1):906,Wrong setting,20/08/26,FULL TEXT (retrieved PDF),524f58a3b734079ec1f97f531623963c802e77a634df40ccc8050cc87132f3c5,False,True,True,False,True,False,False,False,False,False,True,True,opioid;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1882975778,Wang 2024,Effects of conventional nursing in the operating room combined with transcutaneous electrical acupoint stimulation on postoperative cognitive dysfunction after total knee arthroplasty in elderly patients.,Journal of Orthopaedic Surgery & Research 02/01/2-1-2024 2024;19(1):1-7,Wrong setting,20/08/26,FULL TEXT (retrieved PDF),524f58a3b734079ec1f97f531623963c802e77a634df40ccc8050cc87132f3c5,False,True,True,False,True,False,False,False,False,False,True,True,opioid;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896498,Wei 2022,Transcutaneous Electrical Acupoint Stimulation Improves Postoperative Cognitive Function in Senior Patients Undergoing Video-Assisted Thoracoscopic Surgery: A Randomized Controlled Trial.,Chinese journal of integrative medicine  2022;28(8):730-735,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),d915a0e5e4ff592f09c0fb12c7abf77c8aafcfd8763ea55d1a1f41c712b8dc78,False,True,True,True,True,False,False,False,False,False,True,True,opioid;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1882975732,Wei 2025,Effect of intraoperative electroacupuncture on peripheral blood lymphocyte subsets in patients undergoing laparoscopic cholecystectomy: A randomized controlled trial.,Acupuncture & Electro-Therapeutics Research 08/01/Aug2025 2025;49(3):162-173,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,True,False,False,False,False,False,True,pain;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897443,White 2005,Optimal timing of acustimulation for antiemetic prophylaxis as an adjunct to ondansetron in patients undergoing plastic surgery.,Anesthesia and analgesia  2005;100(2):367-372,Wrong comparator,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,True,False,False,True,True,False,False,True,False,ponv;recovery_quality;hospital_stay,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897475,White 2002,Comparative efficacy of acustimulation (ReliefBand) versus ondansetron (Zofran) in combination with droperidol for preventing nausea and vomiting.,Anesthesiology  2002;97(5):1075-81,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),a33f54e6d71da87fe5cbd653a80ff5b7abea5ba4c8ec999b6d3181eba3ae051b,False,True,True,True,True,False,True,True,False,False,True,False,opioid;ponv;recovery_quality;hospital_stay,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897093,Wu 2014,[Effects of electroacupuncture preemptive intervention on postoperative pain of mixed hemorrhoids].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2014;34(3):279-83,Wrong setting,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,False,False,False,False,False,False,False,,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896053,Wu 2025,Impact of transcutaneous electrical acupoint stimulation on postoperative recovery in older adults following pterygium excision: a prospective randomized controlled trial.,Frontiers in neurology  2025;16():1631005,Wrong setting,20/08/26,FULL TEXT (retrieved PDF),9e0657d86e2d19f6a1b0c80748403067fdfbd5eb5e41aa16b2b6c44e06382e15,False,True,True,False,True,True,True,True,False,False,False,True,opioid;pain;ponv;recovery_quality;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896305,Xiang 2024,Electroacupuncture combined with continuous adductor canal block for postoperative analgesia in patients undergoing total knee arthroplasty.,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2024;44(1):57-61,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),b6dc7e10b33f201f21c25d27a0425278cb5347ff94ec882797aa7560be5920fd,True,True,False,False,False,False,False,False,False,False,False,False,,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1882881361,Xiao 2018,TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION ENHANCES POSTOPERATIVE RECOVERY AFTER OPEN APPENDECTOMY,Gastroenterology  2018;154(6):S-754,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),61ee7ea720575e2d32c4a310d4ba59b67a39f9835b4cb7a6fed1e68a19a19c52,False,False,True,False,False,True,False,False,True,False,True,True,pain;gi_recovery;hospital_stay;adverse_events,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896565,Xi 2021,Transcutaneous electrical acupoint stimulation for postoperative cognitive dysfunction in geriatric patients with gastrointestinal tumor: a randomized controlled trial.,Trials  2021;22(1):563,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),fe5c95e91cf82265ea3e0e2ef0a93ceb5c66aae4d537825ef087d256fc3c64ad,False,True,True,True,True,False,True,False,False,False,False,True,opioid;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896490,Xu 2022,Effect Observation of Electro-Acupuncture Anesthesia Combined with General Anesthesia in Elderly Patients Undergoing Gastrointestinal Tumor Resection.,Frontiers in surgery  2022;9():901638,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),12c3952a6eaad6a7bc2d2295ed32ffa51ef6ca36811539f000c2241d09506dbc,False,True,False,True,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897213,Xu 2012,The effects of P6 electrical acustimulation on postoperative nausea and vomiting in patients after infratentorial craniotomy.,Journal of neurosurgical anesthesiology  2012;24(4):312-6,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,True,False,True,False,False,False,False,True,opioid;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897193,Yang 2012,Effects of combining electroacupuncture with general anesthesia induced by sevoflurane in patients undergoing supratentorial craniotomy and improvements in their clinical recovery profile & blood enkephalin.,Acupuncture & electro-therapeutics research  2012;37(2-3):125-38,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),a25ac09ddce0c2e1ec427d5436d53896562ae0d321f8dd9912886a70e507d0ec,False,True,True,True,True,False,True,False,False,False,False,True,opioid;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841275,Yang 2012, Effects of combining electroacupuncture with general anesthesia induced by sevoflurane in patients undergoing supratentorial craniotomy and improvements in their clinical recovery profile &amp; blood enkephalin,  2012; 37( 2‐3): 125‐138,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),8854fea8a1a91266baeb6f6143e76b9fa718cdb04e293b6eb1c12f020ab5991d,False,True,True,True,True,False,True,False,False,False,False,True,opioid;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896480,Yang 2022,"Effect of acupuncture on postoperative ileus after laparoscopic elective colorectal surgery: A prospective, randomised, controlled trial.",EClinicalMedicine  2022;49():101472,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),5789ea1eaea8e60a3e946416b03f8dfea5e0f5d91b628c0a7e9695cccb83b1ee,False,True,True,False,True,True,True,False,True,False,True,True,opioid;pain;ponv;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896169,Yan 2025,[Effect of transcutaneous electrical acupoint stimulation on postoperative pain in patients undergoing modified radical mastectomy for breast cancer].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2025;45(2):162-6,Publication language,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,False,True,False,False,False,True,False,True,pain;rescue_analgesia;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881840979,Yeh 2018," Effect of Transcutaneous Acupoint Electrical Stimulation on Post-Hemorrhoidectomy-Associated Pain, Anxiety, and Heart Rate Variability: a Randomized-Controlled Study",  2018; 27( 4): 450‐466,Wrong setting,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,True,False,False,False,False,False,False,pain,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896762,Yin 2018,Effect of transcutaneous electrical acupoint stimulation on the EC50 of remifentanil suppressing responses to tracheal extubation in elderly patients.,Medicine  2018;97(52):e13814,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),3757c1c8efc0c200c1ff8e751683e23b2e34e297b671a7bbaecfd226c342e8af,False,True,True,True,True,False,True,False,False,False,False,True,opioid;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897112,Yin 2013,[Effect of transcutaneous electrical stimulation of Zusanli (ST 36) and Liangqiu (ST 34) combined with general anesthesia on pain and gastrointestinal symptoms in patients undergoing gynecological laparoscopic operation].,Zhen ci yan jiu = Acupuncture research  2013;38(6):431-4,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,False,True,True,False,True,False,False,False,pain;ponv;gi_recovery,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896360,Yue 2023,Electroacupuncture for Pain Relief After Endoscopic Sinus Surgery: A Randomized Controlled Trial.,The journal of pain  2023;24(11):2014-2023,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),e588fa32789ae33bf7ddd9b5608380e6b446a3a21d474a677f63fb4fc3f756cb,False,True,True,True,True,True,False,True,False,False,True,True,opioid;pain;recovery_quality;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896554,Yu 2021,"Effects of Transcutaneous Electrical Acupoint Stimulation on Stress Response during Intubation and Extubation in Patients Undergoing Video-Assisted Thoracoscopic Surgery: A Prospective, Randomized Controlled Trial.",Evidence-based complementary and alternative medicine : eCAM  2021;2021():1098915,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),54b93334e385c24af04a550fe532ff869b3f1dc6d6cd796c3c90a6e5289e5268,False,True,True,True,True,False,True,True,False,False,True,True,opioid;ponv;recovery_quality;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897495,Zárate 2001,The use of transcutaneous acupoint electrical stimulation for preventing nausea and vomiting after laparoscopic surgery.,Anesthesia and analgesia  2001;92(3):629-35,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,True,False,False,True,False,False,False,False,False,ponv,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1882881441,Zhang 2017,Needleless transcutaneous electrical acustimulation accelerates post-surgical recovery mediated via autonomic mechanisms in patients with gastrointestinal cancers,Gastroenterology  2017;152(5):S1215-S1216,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),4375d25c3acc24d42ce37ae7f67a1c3364f6f177157a04f696fe9139d1a5ddce,False,True,True,False,False,True,False,False,True,False,True,True,pain;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896808,Zhang 2018,Needleless Transcutaneous Electrical Acustimulation: A Pilot Study Evaluating Improvement in Post-Operative Recovery.,The American journal of gastroenterology  2018;113(7):1026-1035,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),c2588bd62b0af09d1392afbfd16625299b00cc0a59f42c5101e81d67343e492f,False,True,True,False,True,True,True,False,True,False,True,True,opioid;pain;ponv;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896792,Zhang 2018,Needleless Transcutaneous Neuromodulation Accelerates Postoperative Recovery Mediated via Autonomic and Immuno-Cytokine Mechanisms in Patients With Cholecystolithiasis.,Neuromodulation : journal of the International Neuromodulation Society  2018;22(5):546-554,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),2429b90d4dfd5069510d3cf2ce967507dee124a4b71ea854fd0a3279481fe67f,False,True,True,False,False,True,True,False,True,False,True,True,pain;ponv;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1882881336,Zhang 2018,Needleless transcutaneous electrical acustimulation: A pilot study evaluating improvement in post-operative recovery,"Journal of Digestive Diseases  2018;19((Zhang B.; Zhu L.) Division of Gastroenterology, Changzheng Hospital Affiliated to Second Military Medical University, China(Xu F.; Hu P.-P.; Xu Y.-M.) Division of Gastroenterology, Yinzhou Hospital Affiliated to Medical School of Ningbo University, China):30-31",Abstract only,01/09/26,FULL TEXT (retrieved PDF),14060b2cb80b9e271fdeb2d154101eba725b0e4864fe90d95b8730d9848a9d2e,False,True,True,False,True,True,True,False,True,False,True,True,opioid;pain;ponv;gi_recovery;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896934,Zhang 2017,Cardioprotection of Electroacupuncture for Enhanced Recovery after Surgery on Patients Undergoing Heart Valve Replacement with Cardiopulmonary Bypass: A Randomized Control Clinical Trial.,Evidence-based complementary and alternative medicine : eCAM  2017;2017():6243630,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),8caacd97f159724fb9cafc92c77fb4312d0e4ccebb378776d82d9c21b0655d37,False,True,True,True,True,True,True,True,True,True,True,True,opioid;pain;ponv;recovery_quality;gi_recovery;rescue_analgesia;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897094,Zhang 2014,[Effects of electroacupuncture on postoperative functional recovery in patients with gynaecological laparoscopic surgery].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2014;34(3):273-8,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,False,False,True,False,False,False,False,False,ponv,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896246,Zhang 2024,The use of transcutaneous electrical acupoint stimulation to reduce opioid consumption in patients undergoing off-pump CABG: a randomized controlled trial.,"Perioperative medicine (London, England)  2024;13(1):68",Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),2cfa1d6aaee5107aeb20579d3308a8c930c5a59f131f7461d1249d684109557d,False,True,True,True,True,False,True,False,False,False,True,True,opioid;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896137,Zhang 2025,Efficacy and safety of transcutaneous electrical acupoint stimulation for preoperative anxiety in thoracoscopic surgery: a randomized controlled trial.,Frontiers in medicine  2025;12():1527993,Wrong setting,20/08/26,FULL TEXT (retrieved PDF),0307d1110762b7da71af3d723139a47576ab273fc6af99b0e8b54df84438032f,False,True,True,True,True,True,True,False,False,False,True,True,opioid;pain;ponv;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896356,Zhang 2023,[Effects of transcutaneous electrical acupoint stimulation on the postoperative sleep quality and inflammatory factors in frail elderly patients].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2023;43(7):751-5,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,True,False,False,False,False,False,True,pain;adverse_events,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896300,Zhang 2024,Transcutaneous electric acupoint stimulation reduced consumption of profopol in patients undergoing laparoscopic surgery: A randomized clinical trial.,Medicine  2024;103(4):e35730,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),b1dbc9e2acd5d55241d4c0a4840b36d12f6c5e5988c8435da46fcc509e75e838,False,True,True,True,True,False,True,True,False,False,True,True,opioid;ponv;recovery_quality;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896909,Zhang 2017,"Effects of preconditioning of electro-acupuncture on postoperative cognitive dysfunction in elderly: A prospective, randomized, controlled trial.",Medicine  2017;96(26):e7375,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),ed55750ba57987a7d214809d1713d31431e314dcfd88ecffd742b01abbbf5923,False,True,True,False,True,False,False,False,False,False,False,True,opioid;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896437,Zhang 2022,"Effect of Transcutaneous Acupoint Electrical Stimulation on Urinary Retention and Urinary ATP in Elderly Patients After Laparoscopic Cholecystectomy: A Prospective, Randomized, Controlled Clinical Trial.",Clinical interventions in aging  2022;17():1751-1760,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),969bc2cee3bed740946add0e8a17a2c7c407b6213cf410ffc2100d7f49c3e1e3,False,True,True,True,True,True,True,False,False,False,True,True,opioid;pain;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896047,Zhang 2025,Effects of transcutaneous electrical acupoint stimulation on recovery after internal spinal fixation: a randomised controlled trial.,BMC anesthesiology  2025;25(1):530,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),423326716488bb378758c10069dcc2e89842b6f45511815e1363069f69a06f38,False,True,True,True,True,True,True,True,False,True,True,True,opioid;pain;ponv;recovery_quality;rescue_analgesia;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896655,Zhao 2020,Effect of Transcutaneous Electrical Acupoint Stimulation on One-Lung Ventilation-Induced Lung Injury in Patients Undergoing Esophageal Cancer Operation.,Evidence-based complementary and alternative medicine : eCAM  2020;2020():9018701,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),ab3836e7eb985c56b8c35181d39e16d72bc9ba7a0ee8c2b44e54229023c5b0c7,False,True,True,False,True,False,False,False,False,False,True,True,opioid;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881842308,Zhao 2018, The effect of electroacupuncture preconditioning on cognitive impairments following knee replacement among elderly: a randomized controlled trial,  2018; 28( 4): 231‐236,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),e3b8c7e2dedc669a6afa82544f02581f0b7451fb1160feca1eb2d478cdd7b71f,False,True,True,True,True,False,False,False,False,False,False,True,opioid;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896225,Zhao 2024,[Effect of transcutaneous electrical acupoint stimulation on postoperative recovery quality in patients undergoing endoscopic sinus surgery: a randomized controlled trial].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2024;44(10):1133-8,Publication language,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,True,True,True,False,True,False,False,pain;ponv;recovery_quality;rescue_analgesia,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879895897,Zhao 2026,Effect of transcutaneous electrical acupoint stimulation on perioperative hypothermia in video-assisted thoracoscopic surgery: a randomized controlled trial.,Frontiers in medicine  2026;13():1799152,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),94f17e3b5f42ee0d2fbcb50327ba4aebe3b3fbbd299601fbd21783729533b687,False,True,True,True,True,False,True,False,False,False,True,True,opioid;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897384,Zheng 2008,Effect of transcutaneous electrical acupoint stimulation on nausea and vomiting induced by patient controlled intravenous analgesia with tramadol.,Chinese journal of integrative medicine  2008;14(1):61-4,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),40a8c07421f519b10a439e341347178c0f6bae1ffd50d4dabb82151e6fce8844,False,True,True,True,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896127,Zhou 2025,Acupoint injection and electrical stimulation for postoperative nausea and vomiting: A randomized clinical trial.,"European journal of obstetrics, gynecology, and reproductive biology  2025;311():114072",Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),40585a1dfc37689fd97f8f26e544f5b41dca4ac90fcc6cc7f8eac085f05d35b2,False,True,True,True,True,True,True,False,True,False,True,True,opioid;pain;ponv;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896124,Zhou 2025,"Does perioperative electroacupuncture reduce the incidence of atrial fibrillation after lung cancer surgery? A randomized, controlled, assessor-blinded clinical trial.",Frontiers in medicine  2025;12():1565359,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),9df10c0453776b007a29840ad23f5af0bc9e56c7c5db856e07e771862b744fa0,False,True,True,False,True,True,True,False,False,True,True,True,opioid;pain;ponv;rescue_analgesia;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
