batch,batch_row,study,outcome_family,outcome_result,timepoint_window,intervention_arm,comparator_arm,randomized_n_int,randomized_n_comp,analyzed_n_int,analyzed_n_comp,statistic_type,value_int,dispersion_int,value_comp,dispersion_comp,events_int,events_comp,unit_scale,reported_p,effect_estimate_as_printed,analysis_population,page,table_or_figure,verbatim_quote,ambiguity_notes,v34_audit_row,v34_disposition,v34_v34_record_id,v34_v33_excel_row,v34_outcome,v34_window
2,45,Wang 2023,GI adverse event,Abdominal distension,Within 72 h after surgery,Nighttime TEAS,Sham/no-current TEAS,43,45,40,43,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,11,24,participants,0.009*,NOT REPORTED,Available-case/completer analysis after protocol breaches,p. 715,Table 2,Abdominal distension: 11/40 vs 24/43.,NOT REPORTED,195,ADDED,AUDIT-0195,,Abdominal distension,Within 72 h after surgery
2,46,Wang 2023,Adverse events,Dizziness,Within 72 h after surgery,Nighttime TEAS,Sham/no-current TEAS,43,45,40,43,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,10,16,participants,0.231,NOT REPORTED,Available-case/completer analysis after protocol breaches,p. 715,Table 2,Dizziness: 10/40 vs 16/43.,NOT REPORTED,196,ADDED,AUDIT-0196,,Dizziness,Within 72 h after surgery
2,47,Wang 2023,PONV,PONV incidence,Within 72 h after surgery,Nighttime TEAS,Sham/no-current TEAS,43,45,40,43,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,6,19,participants,0.004*,NOT REPORTED,Available-case/completer analysis after protocol breaches,p. 715,Table 2,PONV incidence: 6/40 vs 19/43.,NOT REPORTED,197,ADDED,AUDIT-0197,,PONV incidence,Within 72 h after surgery
2,48,Wang 2023,Adverse events,Postoperative pulmonary complications,Within 72 h after surgery,Nighttime TEAS,Sham/no-current TEAS,43,45,40,43,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,7,13,participants,0.175,NOT REPORTED,Available-case/completer analysis after protocol breaches,p. 715,Table 2,Postoperative pulmonary complications: 7/40 vs 13/43.,NOT REPORTED,198,ADDED,AUDIT-0198,,Postoperative pulmonary complications,Within 72 h after surgery
3,1,Tu 2024,PONV,Vomiting incidence,0–2 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,4,10,participants,0.095,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 3,Vomiting within 0–2 h: TEAS 4 (7.0%) vs sham 10 (17.2%); P=0.095.,NOT REPORTED,199,ADDED,AUDIT-0199,,Vomiting incidence,0–2 h after craniotomy
3,2,Tu 2024,PONV,Nausea severity score,0–2 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Median/IQR,0,0–1,0,0–1,NOT REPORTED,NOT REPORTED,"WHO PONV 4-class nausea rating, 0–3",0.502,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 3,Nausea score 0–2 h after craniotomy: 0 (0–1) vs 0 (0–1); P=0.502.,"The paper describes a 4-class WHO PONV rating: 0 no nausea, 1 mild nausea/abdominal discomfort, 2 evident nausea without vomiting, 3 extreme nausea/vomiting.",200,NOT_ANALYSIS_ELIGIBLE,AUDIT-0200,,Nausea severity score,0–2 h after craniotomy
3,3,Tu 2024,PONV,Nausea severity score,2–6 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Median/IQR,0,0–1,0,0–2,NOT REPORTED,NOT REPORTED,"WHO PONV 4-class nausea rating, 0–3",0.146,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 3,Nausea score 2–6 h after craniotomy: 0 (0–1) vs 0 (0–2); P=0.146.,"The paper describes a 4-class WHO PONV rating: 0 no nausea, 1 mild nausea/abdominal discomfort, 2 evident nausea without vomiting, 3 extreme nausea/vomiting.",201,NOT_ANALYSIS_ELIGIBLE,AUDIT-0201,,Nausea severity score,2–6 h after craniotomy
3,4,Tu 2024,PONV,Nausea severity score,6–24 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Median/IQR,0,0–1,0,0–1,NOT REPORTED,NOT REPORTED,"WHO PONV 4-class nausea rating, 0–3",0.574,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 3,Nausea score 6–24 h after craniotomy: 0 (0–1) vs 0 (0–1); P=0.574.,"The paper describes a 4-class WHO PONV rating: 0 no nausea, 1 mild nausea/abdominal discomfort, 2 evident nausea without vomiting, 3 extreme nausea/vomiting.",202,NOT_ANALYSIS_ELIGIBLE,AUDIT-0202,,Nausea severity score,6–24 h after craniotomy
3,5,Tu 2024,Rescue antiemetic,Use of metoclopramide 10 mg IM,0–2 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,1.000,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 4,Metoclopramide use 0–2 h after craniotomy: 0/57 vs 0/58; P=1.000.,Metoclopramide 10 mg IM was the prespecified rescue antiemetic for difficult-to-tolerate nausea/vomiting.,203,ADDED,AUDIT-0203,,Use of metoclopramide 10 mg IM,0–2 h after craniotomy
3,6,Tu 2024,Rescue antiemetic,Use of metoclopramide 10 mg IM,2–6 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,1.000,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 4,Metoclopramide use 2–6 h after craniotomy: 0/57 vs 0/58; P=1.000.,Metoclopramide 10 mg IM was the prespecified rescue antiemetic for difficult-to-tolerate nausea/vomiting.,204,ADDED,AUDIT-0204,,Use of metoclopramide 10 mg IM,2–6 h after craniotomy
3,7,Tu 2024,Rescue antiemetic,Use of metoclopramide 10 mg IM,6–24 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,1,1,participants,0.990,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 4,Metoclopramide use 6–24 h after craniotomy: 1/57 vs 1/58; P=0.990.,Metoclopramide 10 mg IM was the prespecified rescue antiemetic for difficult-to-tolerate nausea/vomiting.,205,ADDED,AUDIT-0205,,Use of metoclopramide 10 mg IM,6–24 h after craniotomy
3,8,Tu 2024,Pain,VAS pain intensity,0–2 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Median/IQR,2,1–3,3,2–4,NOT REPORTED,NOT REPORTED,VAS 0–10,0.091,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 5,VAS 0–2 h after craniotomy: 2 (1–3) vs 3 (2–4); P=0.091.,NOT REPORTED,206,NOT_ANALYSIS_ELIGIBLE,AUDIT-0206,,VAS pain intensity,0–2 h after craniotomy
3,9,Tu 2024,Pain,VAS pain intensity,2–6 h after craniotomy,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Median/IQR,2,1–3,3,2–3.25,NOT REPORTED,NOT REPORTED,VAS 0–10,0.057,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Table 5,VAS 2–6 h after craniotomy: 2 (1–3) vs 3 (2–3.25); P=0.057.,NOT REPORTED,207,NOT_ANALYSIS_ELIGIBLE,AUDIT-0207,,VAS pain intensity,2–6 h after craniotomy
3,10,Tu 2024,Adverse events,TEAS-related adverse events,0–24 h testing period,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,60,60,57,58,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,NOT REPORTED,NOT REPORTED,Available-case/completer analysis (115 analyzed),PDF p. 4,Results §3.3,AEs were not observed in any patient during the 0–24-h testing period.,"The article prospectively listed malignant arrhythmia, abnormal blood-pressure fluctuation, fainting, serious pain and local infection as TEAS adverse events.",208,ADDED,AUDIT-0208,,TEAS-related adverse events,0–24 h testing period
3,11,Sun 2017,Pain,Resting VAS,1 h,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 1 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,209,GRAPH_ONLY_ADDED,AUDIT-0209,,Resting VAS,1 h
3,12,Sun 2017,Pain,Resting VAS,6 h,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 6 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,210,GRAPH_ONLY_ADDED,AUDIT-0210,,Resting VAS,6 h
3,13,Sun 2017,Pain,Resting VAS,24 h,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 24 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,211,GRAPH_ONLY_ADDED,AUDIT-0211,,Resting VAS,24 h
3,14,Sun 2017,Pain,Resting VAS,48 h,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 48 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,212,GRAPH_ONLY_ADDED,AUDIT-0212,,Resting VAS,48 h
3,15,Sun 2017,Pain,Activity-evoked VAS during coughing,1 h,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 1 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,213,GRAPH_ONLY_ADDED,AUDIT-0213,,Activity-evoked VAS during coughing,1 h
3,16,Sun 2017,Pain,Activity-evoked VAS during coughing,6 h,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 6 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,214,GRAPH_ONLY_ADDED,AUDIT-0214,,Activity-evoked VAS during coughing,6 h
3,17,Sun 2017,Pain,Activity-evoked VAS during coughing,48 h,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 48 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,215,GRAPH_ONLY_ADDED,AUDIT-0215,,Activity-evoked VAS during coughing,48 h
3,18,Sun 2017,Pain,Resting VAS,1 h,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 1 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,216,GRAPH_ONLY_ADDED,AUDIT-0216,,Resting VAS,1 h
3,19,Sun 2017,Pain,Resting VAS,6 h,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 6 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,217,GRAPH_ONLY_ADDED,AUDIT-0217,,Resting VAS,6 h
3,20,Sun 2017,Pain,Resting VAS,24 h,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 24 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,218,GRAPH_ONLY_ADDED,AUDIT-0218,,Resting VAS,24 h
3,21,Sun 2017,Pain,Resting VAS,48 h,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 48 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,219,GRAPH_ONLY_ADDED,AUDIT-0219,,Resting VAS,48 h
3,22,Sun 2017,Pain,Activity-evoked VAS during coughing,1 h,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 1 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,220,GRAPH_ONLY_ADDED,AUDIT-0220,,Activity-evoked VAS during coughing,1 h
3,23,Sun 2017,Pain,Activity-evoked VAS during coughing,6 h,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,<0.001 for TTS/TST vs SSS/TSS,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 6 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,221,GRAPH_ONLY_ADDED,AUDIT-0221,,Activity-evoked VAS during coughing,6 h
3,24,Sun 2017,Pain,Activity-evoked VAS during coughing,48 h,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 48 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,222,GRAPH_ONLY_ADDED,AUDIT-0222,,Activity-evoked VAS during coughing,48 h
3,25,Sun 2017,Pain,Resting VAS,1 h,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 1 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,223,GRAPH_ONLY_ADDED,AUDIT-0223,,Resting VAS,1 h
3,26,Sun 2017,Pain,Resting VAS,6 h,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 6 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,224,GRAPH_ONLY_ADDED,AUDIT-0224,,Resting VAS,6 h
3,27,Sun 2017,Pain,Resting VAS,24 h,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 24 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,225,GRAPH_ONLY_ADDED,AUDIT-0225,,Resting VAS,24 h
3,28,Sun 2017,Pain,Resting VAS,48 h,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Resting pain VAS was assessed at 48 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,226,GRAPH_ONLY_ADDED,AUDIT-0226,,Resting VAS,48 h
3,29,Sun 2017,Pain,Activity-evoked VAS during coughing,1 h,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 1 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,227,GRAPH_ONLY_ADDED,AUDIT-0227,,Activity-evoked VAS during coughing,1 h
3,30,Sun 2017,Pain,Activity-evoked VAS during coughing,6 h,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,<0.001 for TTS/TST vs SSS/TSS,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 6 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,228,GRAPH_ONLY_ADDED,AUDIT-0228,,Activity-evoked VAS during coughing,6 h
3,31,Sun 2017,Pain,Activity-evoked VAS during coughing,48 h,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Graph only,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,NOT REPORTED,NOT REPORTED,VAS 0–10,<0.001 for TST vs SSS/TSS,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:343–344,Figure 2,Activity pain VAS was assessed at 48 h; Figure 2 presents the distributions.,Exact numerical values are not printed in text/table. No visual digitization performed.,229,GRAPH_ONLY_ADDED,AUDIT-0229,,Activity-evoked VAS during coughing,48 h
3,32,Sun 2017,PONV,Nausea,Within 48 h after surgery,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Published percentage (95% CI),34.1,95% CI 24.3–43.9,25.6,95% CI 16.5–34.6,NOT REPORTED,NOT REPORTED,percent,0.376,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Nausea: SSS 25.6% (16.5–34.6); active arm 34.1% (24.3–43.9); overall P=0.376.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,230,NOT_ANALYSIS_ELIGIBLE,AUDIT-0230,,Nausea,Within 48 h after surgery
3,33,Sun 2017,PONV,Nausea,Within 48 h after surgery,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Published percentage (95% CI),26.4,95% CI 17.3–35.5,25.6,95% CI 16.5–34.6,NOT REPORTED,NOT REPORTED,percent,0.376,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Nausea: SSS 25.6% (16.5–34.6); active arm 26.4% (17.3–35.5); overall P=0.376.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,231,NOT_ANALYSIS_ELIGIBLE,AUDIT-0231,,Nausea,Within 48 h after surgery
3,34,Sun 2017,PONV,Nausea,Within 48 h after surgery,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Published percentage (95% CI),34.8,95% CI 24.8–44.8,25.6,95% CI 16.5–34.6,NOT REPORTED,NOT REPORTED,percent,0.376,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Nausea: SSS 25.6% (16.5–34.6); active arm 34.8% (24.8–44.8); overall P=0.376.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,232,NOT_ANALYSIS_ELIGIBLE,AUDIT-0232,,Nausea,Within 48 h after surgery
3,35,Sun 2017,PONV,Vomiting,Within 48 h after surgery,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Published percentage (95% CI),25.3,95% CI 16.3–34.3,22.2,95% CI 13.6–30.8,NOT REPORTED,NOT REPORTED,percent,0.759,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Vomiting: SSS 22.2% (13.6–30.8); active arm 25.3% (16.3–34.3); overall P=0.759.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,233,NOT_ANALYSIS_ELIGIBLE,AUDIT-0233,,Vomiting,Within 48 h after surgery
3,36,Sun 2017,PONV,Vomiting,Within 48 h after surgery,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Published percentage (95% CI),26.4,95% CI 17.3–35.5,22.2,95% CI 13.6–30.8,NOT REPORTED,NOT REPORTED,percent,0.759,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Vomiting: SSS 22.2% (13.6–30.8); active arm 26.4% (17.3–35.5); overall P=0.759.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,234,NOT_ANALYSIS_ELIGIBLE,AUDIT-0234,,Vomiting,Within 48 h after surgery
3,37,Sun 2017,PONV,Vomiting,Within 48 h after surgery,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Published percentage (95% CI),29.2,95% CI 19.7–38.7,22.2,95% CI 13.6–30.8,NOT REPORTED,NOT REPORTED,percent,0.759,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Vomiting: SSS 22.2% (13.6–30.8); active arm 29.2% (19.7–38.7); overall P=0.759.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,235,NOT_ANALYSIS_ELIGIBLE,AUDIT-0235,,Vomiting,Within 48 h after surgery
3,38,Sun 2017,Rescue antiemetic,Additional antiemetic requirement,Within 48 h after surgery,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Published percentage (95% CI),25.3,95% CI 16.3–34.3,23.3,95% CI 14.5–32.1,NOT REPORTED,NOT REPORTED,percent,0.840,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Additional antiemetic requirement: SSS 23.3% (14.5–32.1); active arm 25.3% (16.3–34.3); overall P=0.840.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,236,NOT_ANALYSIS_ELIGIBLE,AUDIT-0236,,Additional antiemetic requirement,Within 48 h after surgery
3,39,Sun 2017,Rescue antiemetic,Additional antiemetic requirement,Within 48 h after surgery,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),95,95,91,90,Published percentage (95% CI),26.4,95% CI 17.3–35.5,23.3,95% CI 14.5–32.1,NOT REPORTED,NOT REPORTED,percent,0.840,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Additional antiemetic requirement: SSS 23.3% (14.5–32.1); active arm 26.4% (17.3–35.5); overall P=0.840.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,237,NOT_ANALYSIS_ELIGIBLE,AUDIT-0237,,Additional antiemetic requirement,Within 48 h after surgery
3,40,Sun 2017,Rescue antiemetic,Additional antiemetic requirement,Within 48 h after surgery,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),95,95,89,90,Published percentage (95% CI),29.2,95% CI 19.7–38.7,23.3,95% CI 14.5–32.1,NOT REPORTED,NOT REPORTED,percent,0.840,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Additional antiemetic requirement: SSS 23.3% (14.5–32.1); active arm 29.2% (19.7–38.7); overall P=0.840.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,238,NOT_ANALYSIS_ELIGIBLE,AUDIT-0238,,Additional antiemetic requirement,Within 48 h after surgery
3,41,Sun 2017,Patient satisfaction,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),95,95,91,90,Published percentage (95% CI),98.9,95% CI 96.7–101.1,88.9,95% CI 82.4–95.4,NOT REPORTED,NOT REPORTED,percent,<0.001,NOT REPORTED,Available-case/completer analysis,Clin J Pain 2017;33:344,Table 2,Patient satisfaction — extremely satisfied: SSS 88.9% (82.4–95.4); active arm 98.9% (96.7–101.1); overall P=<0.001.,Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,239,NOT_ANALYSIS_ELIGIBLE,AUDIT-0239,,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated
