"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1287","13","87","3154","The Influence of Electroacupuncture on Postoperative Agitation of Sevoflurane Inhalation Combined With Intravenous Anesthesia in Pediatrics: an Experimental, Single-center Clinical Study","Unknown","unclear","English","yes","NO","EXCLUDE_PEDIATRIC_POPULATION","The study is limited to pediatric surgical patients, an explicitly excluded population.","The study is limited to pediatric surgical patients, an explicitly excluded population.","high","primary_results","unclear","0","0","","yes","unclear","EA/TEAS","not_applicable","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:40.400Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1288","13","88","3155","Effect of Head Acupuncture on Residual Symptoms After Canalith Repositioning Procedure for Benign Paroxysmal Positional Vertigo: a Single-center Randomized Controlled Trial.","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","high","primary_results","unclear","0","0","","no","unclear","acupuncture/other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:41.112Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1289","13","89","3157","EFFECTS AND MECHANISMS OF TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION ON POSTOPERATIVE RECOVERY AFTER THORACOLUMBER VERTEBRAL FRACTURE","Kang","2023","English","yes","YES","INCLUDE_ALL_CRITERIA_MET","Randomized sham-controlled TEAS at ST36 begins 24 hours before posterior fixation surgery and reports postoperative gastrointestinal recovery and pain outcomes.","Randomized sham-controlled TEAS at ST36 begins 24 hours before posterior fixation surgery and reports postoperative gastrointestinal recovery and pain outcomes.","high","conference_abstract","yes","8","0","","yes","yes","TEAS","sham at non-acupoints","yes","yes","yes","From 24 hours preoperatively through postoperative day 3.","yes","no","no","yes","2026-07-28T17:19:41.846Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1290","13","90","3159","Biao and Ben Acupoints Regulate Mitochondrial Function Through P2X Receptor to Improve Myocardial Ischemia","Li","2023","English","yes","NO","EXCLUDE_NON_SURGICAL","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","high","primary_results","unclear","0","0","","no","unclear","acupuncture/other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:42.700Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1291","13","91","3161","Effects of Core Muscle Activation Exercise Training Program on Pain, Range of Motion, and Function in Patients With Chronic Low Back Pain","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","high","primary_results","unclear","0","0","","no","unclear","acupuncture/other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:43.427Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1292","13","92","3171","GAO Wei-bin's clinical experience in treatment of neurogenic bladder with acupuncture","Zhu","2023","English","yes","NO","EXCLUDE_NON_SURGICAL","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","high","primary_results","unclear","0","0","","no","unclear","acupuncture/other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:44.189Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1293","13","93","3173","Electrical Acupoint Stimulation Alleviates Hypotension After Spinal Anesthesia in Parturients: a Prospective Randomized Controlled Clinical Trial","Unknown","unclear","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Electrical acupoint stimulation was studied with spinal anesthesia, not general anesthesia.","Electrical acupoint stimulation was studied with spinal anesthesia, not general anesthesia.","high","primary_results","unclear","0","0","","no","unclear","TEAS","not_applicable","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:44.907Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1294","13","94","3181","Effects of electroacupuncture pretreatment on NLRP3 inflammasome in mice with ventilator-induced lung injury","Ning","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in mice or rats rather than human surgical patients.","The study was conducted in mice or rats rather than human surgical patients.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:45.634Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1295","13","95","3182","Effect of electroacupuncture on the morphology of prostate and degranulation of mast cells in rats with chronic nonbacterial prostatitis","Li","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in mice or rats rather than human surgical patients.","The study was conducted in mice or rats rather than human surgical patients.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:46.321Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1296","13","96","3183","Transcutaneous electrical acupoint stimulation induced sedative effects in healthy volunteers: A resting-state fMRI study","Lu","2023","English","yes","NO","EXCLUDE_NON_SURGICAL","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","high","primary_results","unclear","0","0","","no","unclear","acupuncture/other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:47.003Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1297","13","97","3184","The Effects of Combination Therapy With Electroacupuncture and Pelvic Floor Muscle Training on Stress Urinary Incontinence Following Radical Prostatectomy: A Randomized Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_INSEPARABLE_COINTERVENTION","EA is combined with pelvic-floor training for post-prostatectomy incontinence in a rehabilitation context, preventing estimation of the independent acute perioperative effect.","EA is combined with pelvic-floor training for post-prostatectomy incontinence in a rehabilitation context, preventing estimation of the independent acute perioperative effect.","high","primary_results","unclear","0","0","","unclear","unclear","EA plus pelvic-floor training","not_applicable","not_applicable","no","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:47.696Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1298","13","98","3185","Electroacupuncture combined with continuous adductor canal block for postoperative analgesia in patients undergoing total knee arthroplasty","Xiang","2023","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free TKA report does not establish anesthesia, randomization, treatment timing, or whether adductor-canal block was balanced across groups.","Abstract-free TKA report does not establish anesthesia, randomization, treatment timing, or whether adductor-canal block was balanced across groups.","high","primary_results","unclear","0","4","general_anaesthesia|randomization|timing|background_care","unclear","unclear","EA plus adductor canal block","not_applicable","not_applicable","not_applicable","unclear","not_applicable","yes","no","no","yes","2026-07-28T17:19:48.180Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1299","13","99","3186","Clinical Study of Liver Meridian in the Treatment of Male Impotence and Female Premature Ovarian Failure","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","high","primary_results","unclear","0","0","","no","unclear","acupuncture/other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:48.862Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1300","13","100","3188","Effect of Transcutaneous Electrical Stimulation of Acupoints on the Incidence of Hypotension After Spinal Anesthesia in Elderly Patients Undergoing Orthopaedic Surgery","Unknown","unclear","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Electrical acupoint stimulation was studied with spinal anesthesia, not general anesthesia.","Electrical acupoint stimulation was studied with spinal anesthesia, not general anesthesia.","high","primary_results","unclear","0","0","","no","unclear","TEAS","not_applicable","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:49.368Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
