lock_id,target,endpoint_stratum,study,comparison_id,intervention,comparator,outcome,time_window,data_type,n_i,n_c,mean_i,sd_i,median_i,q1_i,q3_i,events_i,mean_c,sd_c,median_c,q1_c,q3_c,events_c,unit,reported_p,derived_effect_measure,derived_effect,rob_overall,include_strict,include_sensitivity,narrative_only,author_priority,p1_disposition,analysis_action,overlap_family,hold_reason,shared_control_issue,source_qc,record_status,source_url,Sourceverifiedresult,rob_d1,rob_d2,rob_d3,rob_d4,rob_d5,result_rob,KeyQCnote
F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_PARACET24,PACU TEAS,Sham/no current,Compound paracetamol rescue-use metric,Initial 24 h,Mean/SD,50,50,.3,.5,,,,,.8,.9,,,,,published rescue-use metric; unit not clearly specified,0.001,MD,-.5,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,Medication-specific rows,Some concerns,Low,Low,Some concerns,Some concerns,Some concerns,Units and drug-choice algorithm unclear.
F-mixed/undefined-004,F-mixed/undefined,F_rescue_mixed_or_undefined,Liang 2021,LIANG21_TEAS_vs_CTRL_EXTRAANALG,Preoperative TEAS,Control/no stimulation,Published 'extra analgesia' metric,Not reported,Unresolved reported metric,35,35,,,,,,,,,,,,,unresolved,0.045,,,—,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,EXCLUDE unresolved,No,"Source calls this 'number of patients' despite non-integer 3.8(1.9) vs5.0(2.9); drug, unit, trigger and time window not reported.",SOURCE-VERIFIED / AF-NORMALIZED / P1 UNRESOLVED,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,3.8(1.9) vs5.0(2.9); P=0.045,—,—,—,—,—,—,Drug/unit/window/metric unclear.
F-mixed/undefined-005,F-mixed/undefined,F_rescue_mixed_or_undefined,Yang 2020,YANG20_EA_vs_UC_BUCINNAZINE,EA + usual care,Usual care,Participants receiving rescue bucinnazine,Postoperative; exact cumulative window not reported,Events/total,29,28,,,,,,5,,,,,,7,participants,0.473,RR,.6896551724137931,Some concerns,0,0,1,P2,,EXCLUDE_OR_NARRATIVE,,UNRESOLVED window,No,VAS>3/10 -> bucinnazine100 mg IM; exact cumulative observation window not reported.,SOURCE-VERIFIED / AF-NORMALIZED / WINDOW-QC,https://drive.google.com/file/d/1hsQR_K6W-5QNP4rqkVxHQaopRp4f1XF0/view?usp=drivesdk,Bucinnazine 5/29 vs7/28; P=0.473,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Exact cumulative time window not reported.
F-mixed/undefined-006,F-mixed/undefined,F_rescue_mixed_or_undefined,Yang 2024,YANG24_EA_vs_UC_BUCINNAZINE,Perioperative EA + usual care,Usual care,Participants receiving rescue bucinnazine,Postoperative; exact cumulative window not reported,Events/total,90,90,,,,,,48,,,,,,64,participants,0.014,RR,.75,Some concerns,0,0,1,P2,,EXCLUDE_OR_NARRATIVE,,UNRESOLVED window,No,VAS≥4 or patient request -> bucinnazine100 mg IM; exact cumulative observation window not reported.,SOURCE-VERIFIED / AF-NORMALIZED / WINDOW-QC,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,Bucinnazine 48/90 vs64/90; P=0.014,Low,Low,Low,Some concerns,Some concerns,Some concerns,Exact cumulative time window not reported.
F-mixed/undefined-007,F-mixed/undefined,F_rescue_mixed_or_undefined,Zhou 2021,ZHOU21_TEAS_vs_UC_OPIOIDUSE,Postoperative TEAS + ERAS,ERAS/usual care,Any postoperative opioid use,Postoperative window not clearly defined as 0-24 h,Events/total,41,40,,,,,,18,,,,,,30,participants,0.004,RR,.5853658536585366,High,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,EXCLUDE fixed-time pools,No,Exact postoperative time window is not clearly stated,SOURCE-VERIFIED / WINDOW QC,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,Opioid use18/41 vs30/40; MME8.935±3.660 vs12.83±8.097 mg,Some concerns,Some concerns,Low,High,Some concerns,High,Time window unclear; morphine-equivalent rule internally inconsistent.
F-mixed/undefined-007,F-mixed/undefined,F_rescue_mixed_or_undefined,Zhou 2021,ZHOU21_TEAS_vs_UC_MME_POSTOP,Postoperative TEAS + ERAS,ERAS/usual care,Author-defined postoperative morphine-equivalent dose,Postoperative study period; exact cumulative window not reported,Mean/SD,41,40,8.935,3.66,,,,,12.83,8.097,,,,,mg morphine-equivalent (author-defined),0.182,MD,-3.895,High,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,EXCLUDE fixed-time pools,No,Methods vs Table3 footnote use inconsistent pentazocine conversion; exact postoperative cumulative window unclear.,SOURCE-VERIFIED / AF-NORMALIZED / P1 WINDOW+CONVERSION HOLD,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,Opioid use18/41 vs30/40; MME8.935±3.660 vs12.83±8.097 mg,Some concerns,Some concerns,Low,High,Some concerns,High,Time window unclear; morphine-equivalent rule internally inconsistent.
F-postop-dose-001,F-postop-dose,F_postop_delivered_dose_or_solution,Seevaunnamtum 2016,SEEVA16_EA_vs_UC,Intraoperative EA,Standard care,Cumulative IV PCA morphine requirement,First 24 h postoperatively,Mean/SD,32,32,21.38,14.38,,,,,33.94,20.24,,,,,mg morphine,0.006,MD,-12.56,Some concerns,1,0,0,,,STRICT_MODEL,,,No,No allocation-concealment method reported,SOURCE-VERIFIED,https://drive.google.com/file/d/1OhuqhDUCEmOij7fZFhHHCJNwfQ9xpMzd/view?usp=drivesdk,21.38±14.38 vs33.94±20.24 mg; P=0.006,Some concerns,Low,Low,Low,Some concerns,Some concerns,Rescue component not separable.
F-postop-dose-002,F-postop-dose,F_postop_delivered_dose_or_solution,Lee 2011,LEE11_LOW_vs_SHAM_MORPH24,Low-frequency dense-sparse SSP,Sham SSP,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,10,12,29.29,8.890000000000001,,,,,34.2,6.4,,,,,mg IV morphine,Pairwise significance not clearly reported,MD,-4.910000000000004,Some concerns,1,0,0,P2,,STRICT_MODEL,,,Yes,Two of 12 low-frequency participants discontinued because they could not complete VAS; publication analyzed 47/49 with no ITT,SOURCE-VERIFIED / MULTI-ARM + ATTRITION QC,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Sham34.20±6.40; high31.14±8.15; low29.29±8.89 mg,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Four randomized arms; active-vs-sham P NR.
F-postop-dose-002,F-postop-dose,F_postop_delivered_dose_or_solution,Lee 2011,LEE11_HIGH_vs_SHAM_MORPH24,100-Hz SSP,Sham SSP,Cumulative IV PCA morphine delivered,First 24 postoperative hours,Mean/SD,12,12,31.14,8.15,,,,,34.2,6.4,,,,,mg IV morphine,Pairwise significance not clearly reported,MD,-3.060000000000002,Some concerns,1,0,0,P2,,STRICT_MODEL,,,Yes,Four-arm RCT; do not reconstruct total dose by summing interval means,SOURCE-VERIFIED,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Sham34.20±6.40; high31.14±8.15; low29.29±8.89 mg,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Four randomized arms; active-vs-sham P NR.
F-postop-dose-003,F-postop-dose,F_postop_delivered_dose_or_solution,Yeh 2010,YEH10_AES_vs_SHAM_MORPH24,True-acupoint AES,Electrical sham/nonmeridian AES,24-h morphine PCA dose,First 24 postoperative hours,Mean/SD,33,30,18.6,9.699999999999999,,,,,21.6,13.1,,,,,mg morphine; source explicitly calls PCA epidural,AES-vs-sham pairwise significance NR,MD,-3,Some concerns,0,0,1,P1,HARD_HOLD_DEPENDENCY,HARD_HOLD,YEH_SPINE_AES_POSSIBLE_OVERLAP,HOLD overlap review,Yes,Probable overlapping publication/cohort with Yeh 2011. Five of 99 entrants did not complete and randomized arm assignment of losses is NR. Do not treat both papers as independent.,SOURCE-VERIFIED / DUPLICATE-OVERLAP HOLD,https://drive.google.com/file/d/1a1s31PQPWGnaVkYUtNUxO22F3QFTcwmi/view?usp=drivesdk,True18.6±9.7 vs sham21.6±13.1 mg,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Potential overlap with Yeh2011.
F-postop-dose-004,F-postop-dose,F_postop_delivered_dose_or_solution,Chen 1998,CHEN98_ACU_vs_SHAM,Active ST36 acupoint TENS,Sham ST36 TENS (0 mA),Cumulative IV PCA hydromorphone,First 24 h postoperatively,Mean/SD,25,25,6.5,3.5,,,,,10.7,5,,,,,mg hydromorphone,,MD,-4.199999999999999,High,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Four-arm RCT; shared sham control must be handled correctly,SOURCE-VERIFIED,https://drive.google.com/file/d/1lUyYj9aN1CL9RpY86ZY0970To83Kb17s/view?usp=drivesdk,Acupoint6.5±3.5 vs sham10.7±5.0 mg,Some concerns,Some concerns,Low,High,Some concerns,High,Four-arm study; sensory masking concern.
F-postop-dose-005,F-postop-dose,F_postop_delivered_dose_or_solution,Lin 2002,LIN02_HIGH_vs_SHAM,100-Hz EA,Sham EA,Cumulative IV PCA morphine delivered during postoperative test period,Postoperative hour 1 through next 23 h (published as 24-h test-period value),Mean/SD,25,25,15,10.7,,,,,30.2,14.4,,,,,mg morphine,,MD,-15.2,High,0,1,0,,,SENSITIVITY_MODEL,,,Yes,First postoperative hour could include IM pethidine; group-specific pethidine exposure not reported,SOURCE-VERIFIED,https://drive.google.com/file/d/1Q5dNOPkf4PB_ctbHu1_3v3UIMIJzKRw9/view?usp=drivesdk,Sham30.2±14.4; low21.8±14.7; high15.0±10.7 mg,Some concerns,Some concerns,Low,High,Some concerns,High,100/100 completed.
F-postop-dose-005,F-postop-dose,F_postop_delivered_dose_or_solution,Lin 2002,LIN02_LOW_vs_SHAM,2-Hz EA,Sham EA,Cumulative IV PCA morphine delivered during postoperative test period,Postoperative hour 1 through next 23 h (published as 24-h test-period value),Mean/SD,25,25,21.8,14.7,,,,,30.2,14.4,,,,,mg morphine,,MD,-8.399999999999999,High,0,1,0,,,SENSITIVITY_MODEL,,,Yes,First postoperative hour could include IM pethidine; group-specific pethidine exposure not reported,SOURCE-VERIFIED,https://drive.google.com/file/d/1Q5dNOPkf4PB_ctbHu1_3v3UIMIJzKRw9/view?usp=drivesdk,Sham30.2±14.4; low21.8±14.7; high15.0±10.7 mg,Some concerns,Some concerns,Low,High,Some concerns,High,100/100 completed.
F-postop-dose-006,F-postop-dose,F_postop_delivered_dose_or_solution,Coura 2011,COURA11_EA_vs_SHAM,Preoperative EA,Sham stimulation,Cumulative fentanyl,First 24 h postoperatively,Mean/SD,13,9,13.1,2.2,,,,,16.3,1.6,,,,,µg/kg fentanyl,,MD,-3.200000000000001,High,0,1,0,,,SENSITIVITY_MODEL,,,No,10/32 post-randomization exclusions; supplemental morphine/fentanyl inclusion unclear,SOURCE-VERIFIED / QC HOLD,https://drive.google.com/file/d/120NJxCmxsdiyqWTXzjmaUWAaVa1i8iZz/view?usp=drivesdk,13.1±2.2 vs16.3±1.6 μg/kg,Some concerns,Some concerns,High,Some concerns,Some concerns,High,Only22/32 analyzed.
F-postop-dose-007,F-postop-dose,F_postop_delivered_dose_or_solution,El-Rakshy 2009,ELR09_EA_vs_CTRL_MORPH24,Intraoperative EA + PCA,PCA alone/no acupuncture,Total IV morphine analgesia,First 24 h,Mean/SD,42,53,35.3,18,,,,,36.9,18,,,,,mg IV morphine,0.961,MD,-1.600000000000001,High,0,1,0,P2,,SENSITIVITY_MODEL,,,No,Publication has irreconcilable allocation/analyzed group labels. Use Table 2 n=42 EA and n=53 control for this result; do not substitute overall study denominators.,SOURCE-VERIFIED / OUTCOME-SPECIFIC DENOMINATORS,https://drive.google.com/file/d/12AfIox-MgnMU15U-mdvZgaTKnukXKvAR/view?usp=drivesdk,35.3±18.0 vs36.9±18.0 mg,Some concerns,Some concerns,High,Low,Some concerns,High,95/107 contribute; raw data inaccessible.
F-postop-dose-008,F-postop-dose,F_postop_delivered_dose_or_solution,Gu 2019,GU19_LTEAS_vs_CTEAS_PCIA8,Long-duration TEAS,Sham/no-current TEAS,Cumulative multimodal PCIA solution consumed,8 h,Mean/SD,58,59,20.55,4.59,,,,,24.63,3.94,,,,,mL solution = numerically same µg sufentanil at 1 µg/mL,<0.05,MD,-4.079999999999998,Some concerns,0,0,1,P1,RESOLVED_BY_TIMEPOINT_EXCLUSION,EXCLUDE_OR_NARRATIVE,,,No,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only",SOURCE-VERIFIED / MULTIMODAL PCIA,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,4h10.02±2.26 vs13.38±2.98;8h20.55±4.59 vs24.63±3.94;36h72.64±9.74 vs76.01±10.43 mL,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Not pure opioid; exact24-h graph-only.
F-postop-dose-008,F-postop-dose,F_postop_delivered_dose_or_solution,Gu 2019,GU19_LTEAS_vs_CTEAS_PCIA4,Long-duration TEAS,Sham/no-current TEAS,Cumulative multimodal PCIA solution consumed,4 h,Mean/SD,58,59,10.02,2.26,,,,,13.38,2.98,,,,,mL solution = numerically same µg sufentanil at 1 µg/mL,<0.05,MD,-3.360000000000001,Some concerns,0,0,1,P1,RESOLVED_BY_TIMEPOINT_EXCLUSION,EXCLUDE_OR_NARRATIVE,,,No,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only",SOURCE-VERIFIED / MULTIMODAL PCIA,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,4h10.02±2.26 vs13.38±2.98;8h20.55±4.59 vs24.63±3.94;36h72.64±9.74 vs76.01±10.43 mL,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Not pure opioid; exact24-h graph-only.
F-postop-dose-008,F-postop-dose,F_postop_delivered_dose_or_solution,Gu 2019,GU19_LTEAS_vs_CTEAS_PCIA36,Long-duration TEAS,Sham/no-current TEAS,Cumulative multimodal PCIA solution consumed,36 h,Mean/SD,58,59,72.64,9.74,,,,,76.01000000000001,10.43,,,,,mL solution = numerically same µg sufentanil at 1 µg/mL,<0.05,MD,-3.370000000000005,Some concerns,0,0,1,P1,RESOLVED_BY_TIMEPOINT_EXCLUSION,EXCLUDE_OR_NARRATIVE,,,No,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only",SOURCE-VERIFIED / MULTIMODAL PCIA,https://drive.google.com/file/d/1ipQFXfERgAVmgNKMpLkvaaecYJVSTDiw/view?usp=drivesdk,4h10.02±2.26 vs13.38±2.98;8h20.55±4.59 vs24.63±3.94;36h72.64±9.74 vs76.01±10.43 mL,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Not pure opioid; exact24-h graph-only.
F-postop-dose-009,F-postop-dose,F_postop_delivered_dose_or_solution,Huang 2024,HUANG24_CONTRA_vs_SHAM_PCA_D2,Contralateral EA,Bilateral sham EA,Additional PCA dose/release,"POD2; 24 h after first EA session, not necessarily 24 h after surgery",Median/IQR,38,38,,,0,0,2,,,,2,2,4,,source unit not reported,P<0.001,,,Some concerns,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,UNRESOLVED unit,Yes,"PCA drug, dose per release and outcome unit are not reported; timing is 24 h after first EA rather than explicitly 24 h after surgery",SOURCE-VERIFIED / UNIT + TIMEPOINT QC,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,"0[0–2],2[0–2],2[2–4] across arms",Low,Some concerns,Some concerns,Some concerns,Low,Some concerns,PCA drug/unit unclear; not surgery-to-24h.
F-postop-dose-010,F-postop-dose,F_postop_delivered_dose_or_solution,Yeh 2011,YEH11_AES_vs_SHAM_MORPH24,True-acupoint AES,Electrical sham/nonacupoint AES,24-h IV morphine PCA dose,First 24 postoperative hours,Mean/SD,30,30,19.3,9.699999999999999,,,,,21.6,13.1,,,,,mg IV morphine,AES-vs-sham pairwise significance NR,MD,-2.300000000000001,Some concerns,0,0,1,P1,HARD_HOLD_DEPENDENCY,HARD_HOLD,YEH_SPINE_AES_POSSIBLE_OVERLAP,HOLD — potential overlap,Yes,"Highly similar to Yeh 2010 in population, acupoints, comparator and 24-h opioid values; do not count independently until cohort/publication linkage is adjudicated.",SOURCE-VERIFIED / DUPLICATE-OVERLAP HOLD,https://drive.google.com/file/d/1ZJ60ZvJ5Q7sRu1iptK_tLLfBXxZZ_Hwl/view?usp=drivesdk,AES19.3±9.7 vs sham21.6±13.1 vs control28.0±12.1 mg,Some concerns,Low,Low,Low,Some concerns,Some concerns,Do not count independently with Yeh2010.
F-rescue-nonopioid-001,F-rescue-nonopioid,F_rescue_nonopioid,Li 2022,LI22_EA_vs_SHAM_RESCUEFLURB48,Preoperative electroacupuncture,Sham electroacupuncture,Participants receiving rescue flurbiprofen,0-48 h,Events/total,39,40,,,,,,0,,,,,,0,participants,Not estimable; double-zero,RR,,—,0,0,1,,,EXCLUDE_OR_NARRATIVE,,,No,Flurbiprofen 50 mg rescue; exact trigger/threshold not reported. Double-zero event.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,0/39 vs0/40,—,—,—,—,—,—,Double-zero.
F-rescue-nonopioid-002,F-rescue-nonopioid,F_rescue_nonopioid,Hou 2023,HOU23_TEAS_vs_SHAM_RESCUE,Perioperative TEAS,Sham/no-current TEAS,Any rescue flurbiprofen use,Postoperative,Events/total,36,36,,,,,,15,,,,,,28,participants,0.002,RR,.5357142857142857,Some concerns,0,0,1,,,EXCLUDE_OR_NARRATIVE,,UNRESOLVED window,No,"Flurbiprofen is an NSAID, not an opioid",SOURCE-VERIFIED,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,15/36 vs28/36; P=0.002,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,
F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,Sun 2017,SUN17_TTS_vs_SSS_NSAID48,Preoperative + intraoperative true TEAS,All-period sham TEAS (SSS),Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,91,90,,,,,,,,,,,,,15.4% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Do not convert printed percentages to exact event counts without confirmation,SOURCE-VERIFIED / PERCENTAGES ONLY,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,"SSS23.3%, TSS11.0%, TTS15.4%, TST7.9%",Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,Do not call opioid rescue.
F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,Sun 2017,SUN17_TST_vs_SSS_NSAID48,Preoperative + postoperative true TEAS,All-period sham TEAS (SSS),Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,89,90,,,,,,,,,,,,,7.9% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Do not convert printed percentages to exact event counts without confirmation,SOURCE-VERIFIED / PERCENTAGES ONLY,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,"SSS23.3%, TSS11.0%, TTS15.4%, TST7.9%",Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,Do not call opioid rescue.
F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,Sun 2017,SUN17_TSS_vs_SSS_NSAID48,Preoperative true TEAS only,All-period sham TEAS (SSS),Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,91,90,,,,,,,,,,,,,11.0% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Do not convert printed percentages to exact event counts without confirmation,SOURCE-VERIFIED / PERCENTAGES ONLY,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,"SSS23.3%, TSS11.0%, TTS15.4%, TST7.9%",Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,Do not call opioid rescue.
F-rescue-nonopioid-004,F-rescue-nonopioid,F_rescue_nonopioid,Lu 2021,LU21_COMB_vs_SHAM_PARECOX24,Combined PC6+CV17 TEAS,Sham/no current,Participants receiving rescue parecoxib,By 24 h,Events/total,190,188,,,,,,4,,,,,,7,participants,0.35 in Table 3; 0.58 in prose,RR,.5654135338345865,Some concerns,0,0,1,P1,RESOLVED_BY_RAW_DATA_RULE,EXCLUDE_OR_NARRATIVE,,UNRESOLVED P-value,Yes,NRS>4 -> parecoxib sodium 40 mg. Preserve P-value inconsistency.,SOURCE-VERIFIED / AF-NORMALIZED / P1 P-VALUE HOLD,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,4/190 vs7/188,Low,Low,Low,Some concerns,Some concerns,Some concerns,Table P=0.35 vs narrative0.58.
F-rescue-opioid-001,F-rescue-opioid,F_rescue_opioid,Yao 2015,YAO15_TEAS_vs_CONTROL_RESCUECOUNT24,Preoperative TEAS,Control/no current,Cumulative rescue sufentanil administrations,0-24 h,Median/IQR,35,36,,,1,1,3,,,,3.5,2,7.8,,administrations,0.004 in Table 3; 0.04 in prose,,,Some concerns,0,0,1,P1,RESOLVED_BY_NATIVE_DATA_RULE,EXCLUDE_OR_NARRATIVE,,UNRESOLVED P-value,No,VAS≥4 -> sufentanil 0.05 µg/kg IV. Preserve unresolved P-value discrepancy.,SOURCE-VERIFIED / AF-NORMALIZED / P1 P-VALUE HOLD,https://drive.google.com/file/d/1OhcqPgP7chnaiBaZBPBAy4PQlSFMelfh/view?usp=drivesdk,1 (1–3) vs3.5 (2–7.8),Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,Table P=0.004 vs prose 0.04.
F-rescue-opioid-002,F-rescue-opioid,F_rescue_opioid,Chen 2015 (Hyperalgesia),CHEN15H_TEAS_vs_SHAM_RESCUECOUNT24,Preoperative TEAS,Electrodes/no-current sham,Cumulative number of rescue sufentanil PCIA boluses,0-24 h,Median/IQR,29,30,,,3,2,4,,,,7,6,8,,boluses,<0.001,,,Some concerns,1,0,0,,,STRICT_MODEL,,,No,One TEAS participant excluded for protocol breach. Do not convert using group-average body weight to absolute µg.,SOURCE-VERIFIED / ATTRITION QC,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,3 (2–4) vs7 (6–8); P<0.001,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,VNRS≥4 PCIA rule.
F-rescue-opioid-003,F-rescue-opioid,F_rescue_opioid,Chen 2015,CHEN15Q_TEAS_vs_CTRL_RESCUECOUNT24,Preoperative TEAS,Electrodes/device with no stimulation,Cumulative rescue morphine administrations,0-24 h,Median/IQR,41,42,,,1,1,3,,,,3.5,2,7,,administrations of 2-mg IV morphine,0.004,,,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Source reports count; exact pre-dose VAS trigger not separately stated. Existing v20 converted-dose row is retained separately.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1ZtE8GImDcpDJH1tOvzqazoh_S4Gd67oH/view?usp=drivesdk,1 (1–3) vs3.5 (2–7); P=0.004,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Exact pre-dose trigger incompletely stated.
F-rescue-opioid-004,F-rescue-opioid,F_rescue_opioid,Xie 2014,XIE14_EAS_vs_SHAM_DEZOCINE48,Active EAS PC4/PC6,Sham needling PC4/PC6,Participants receiving rescue dezocine,Through postoperative 48 h,Events/total,20,20,,,,,,1,,,,,,6,participants,<0.05; exact pairwise P NR,RR,.1666666666666667,Some concerns,1,0,0,,,STRICT_MODEL,,,Yes,Dezocine 5 mg IV at patient request; counts are derived from reported percentages.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,5% vs30% (derived 1/20 vs6/20),Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Counts derived from percentages; patient-request trigger.
F-rescue-opioid-005,F-rescue-opioid,F_rescue_opioid,Ntritsou 2014,NTRI14_EA_vs_SHAM_RESCUE,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Total rescue analgesia,First 24 h,Qualitative / exact quantities unavailable,35,35,,,,,,,,,,,,,tramadol 50 mg IV then morphine 2 mg IV as needed,P<0.001 reported,,,Some concerns,0,0,1,P1,RESOLVED_BY_NARRATIVE_ONLY,EXCLUDE_OR_NARRATIVE,,,No,Main article reports significantly less total rescue analgesia but does not tabulate exact rescue tramadol/morphine quantities,MISSING / EXACT RESCUE DOSES NOT REPORTED,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,Significantly lower at45 min/overall; exact quantities NR,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,Exact rescue-only group quantities absent.
F-rescue-opioid-006,F-rescue-opioid,F_rescue_opioid,Yu 2020,YU20_TEAS_vs_CONTROL_RESCUE24,Preoperative TEAS,Control/no current,Participants requiring rescue sufentanil,0-24 h,Events/total,30,30,,,,,,13,,,,,,24,participants,<0.01,RR,.5416666666666666,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Rescue sufentanil dose and exact trigger not reported; registration retrospective.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1fXpHc9FzhpPCkXto8c5lfcLoA3ROdOEz/view?usp=drivesdk,13/30 vs24/30; P<0.01,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Dose/trigger not reported.
F-rescue-opioid-007,F-rescue-opioid,F_rescue_opioid,Tu 2024,TU24_TEAS_vs_SHAM_TRAMADOL,Postoperative TEAS,Sham/no current,Any rescue tramadol use,Within 24 h,Events/total,57,58,,,,,,3,,,,,,6,participants,0.315,RR,.5087719298245614,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Tramadol was 10 mg IM for VAS >6; number of doses/cumulative tramadol per patient is not reported,SOURCE-VERIFIED / DOSE MISSING,https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,3/57 vs6/58; P=0.315,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,VAS>6 → tramadol10 mg IM.
