Canonicalstudy,ComparisonID,Interventionarm,Comparatorarm,Outcomefamily,Outcomeresult,Timepointwindow,Datatype,Randomizednintervention,Randomizedncomparator,Analyzednintervention,Analyzedncomparator,Meanintervention,SDintervention,Medianintervention,Q1intervention,Q3intervention,Eventsintervention,Meancomparator,SDcomparator,Mediancomparator,Q1comparator,Q3comparator,Eventscomparator,Unitscale,ReportedP,Directlyreported,Derivedconverted,Derivedeffectmeasure,Derivedeffect,Exact024hpostoperativeopioi,Primaryopioidmetaanalysiseli,Otheranalysiseligibility,Sharedcontrolmultiarmissue,SourceQCissue,Sourcelocation,SourcePDFURL,Recordstatus,AFlockIDs,AFtargets,AFendpointstratums,AFreconciliationactions,AFincludestrict,AFincludesensitivity,AFoverallRoB,AFunresolvedpriority,AFholdexcludenote,AFsourcetruthresults
Wang 2024,WANG24_SNVP_ODT_vs_OD_PONV12_24,SNVP: ondansetron+dexamethasone+TEAS,SNVP: ondansetron+dexamethasone,PONV,PONV incidence,12-24 h,Events/total,35,35,33,35,,,,,,2,,,,,,11,participants,0.008,Yes,No,RR,.1928374655647383,No,No,Eligible for stratum-specific dichotomous PONV analysis,No,Two post-randomization ODT exclusions; marked surgical-procedure imbalance (radical mastectomy + axillary dissection 36.4% vs 71.4%),Table 3 / SNVP randomized contrast,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,SOURCE-VERIFIED / STRATIFIED RCT / ATTRITION QC,,,,,0,0,,,,
Wang 2024,WANG24_SNVP_ODT_vs_OD_TOTALPONV,SNVP: ondansetron+dexamethasone+TEAS,SNVP: ondansetron+dexamethasone,PONV,Any PONV over reported follow-up,0-36 h,Events/total,35,35,33,35,,,,,,14,,,,,,20,participants,0.225,Yes,No,RR,.7424242424242424,No,No,Eligible for stratum-specific total-PONV analysis,No,No significant overall treatment effect despite time-specific benefits,Table 3 / total PONV,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,SOURCE-VERIFIED / STRATIFIED RCT,,,,,0,0,,,,
Wang 2024,WANG24_MNVP_ODT_vs_OD_PONV0_2,MNVP: ondansetron+dexamethasone+TEAS,MNVP: ondansetron+dexamethasone,PONV,PONV incidence,0-2 h,Events/total,35,35,35,35,,,,,,2,,,,,,9,participants,0.022,Yes,No,RR,.2222222222222222,No,No,Eligible for stratum-specific dichotomous PONV analysis,No,Keep separate from SNVP; MNVP-ODT had more segmental mastectomy + axillary dissection (20.0% vs 2.9%),Table 3 / MNVP randomized contrast,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,SOURCE-VERIFIED / STRATIFIED RCT,,,,,0,0,,,,
Wang 2024,WANG24_MNVP_ODT_vs_OD_PONV2_6,MNVP: ondansetron+dexamethasone+TEAS,MNVP: ondansetron+dexamethasone,PONV,PONV incidence,2-6 h,Events/total,35,35,35,35,,,,,,2,,,,,,8,participants,0.040,Yes,No,RR,.25,No,No,Eligible for stratum-specific dichotomous PONV analysis,No,Keep separate from SNVP risk stratum,Table 3 / MNVP randomized contrast,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,SOURCE-VERIFIED / STRATIFIED RCT,,,,,0,0,,,,
Wang 2024,WANG24_MNVP_ODT_vs_OD_TOTALPONV,MNVP: ondansetron+dexamethasone+TEAS,MNVP: ondansetron+dexamethasone,PONV,Any PONV over reported follow-up,0-36 h,Events/total,35,35,35,35,,,,,,5,,,,,,10,participants,0.145,Yes,No,RR,.5,No,No,Eligible for stratum-specific total-PONV analysis,No,No significant overall treatment effect despite early time-specific benefit,Table 3 / total PONV,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,SOURCE-VERIFIED / STRATIFIED RCT,,,,,0,0,,,,
Wang 2024,WANG24_SNVP_ODT_vs_OD_INTRAOPSUF,SNVP: ondansetron+dexamethasone+TEAS,SNVP: ondansetron+dexamethasone,Intraoperative opioid,Total sufentanil,Intraoperative,Mean/SD,35,35,33,35,21.2,3.1,,,,,21.9,3.2,,,,,µg sufentanil,0.402,Yes,No,MD,-.6999999999999993,No,No,Eligible for intraoperative opioid analysis,No,No intraoperative opioid-sparing effect,Table 1 / SNVP sufentanil,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Wang 2024,WANG24_MNVP_ODT_vs_OD_INTRAOPSUF,MNVP: ondansetron+dexamethasone+TEAS,MNVP: ondansetron+dexamethasone,Intraoperative opioid,Total sufentanil,Intraoperative,Mean/SD,35,35,35,35,21,3.4,,,,,20.9,3.1,,,,,µg sufentanil,0.854,Yes,No,MD,.1000000000000014,No,No,Eligible for intraoperative opioid analysis,No,No intraoperative opioid-sparing effect,Table 1 / MNVP sufentanil,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Wang 2024,WANG24_POSTOP_OPIOID24,TEAS within risk strata,OD within risk strata,Opioid consumption,Postoperative opioid consumption,0-24 h,Not reported,,,,,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for postoperative 24-h opioid meta-analysis,No,Postoperative rescue analgesia was non-opioid flurbiprofen; no postoperative opioid-consumption endpoint,Postoperative analgesia section,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,NOT REPORTED / NO POSTOP OPIOID ENDPOINT,,,,,0,0,,,,
Tu 2024,TU24_TEAS_vs_SHAM_VOMIT2_6,Postoperative TEAS,Sham/no current,PONV,Vomiting incidence,2-6 h,Events/total,60,60,57,58,,,,,,8,,,,,,17,participants,0.047,Yes,No,RR,.478844169246646,No,No,Eligible for dichotomous vomiting analysis,No,Five post-randomization exclusions include one sham participant excluded specifically for vomiting caused by intracranial hypertension,Table 3 / vomiting 2-6 h,https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,SOURCE-VERIFIED / MISSINGNESS QC,,,,,0,0,,,,
Tu 2024,TU24_TEAS_vs_SHAM_VOMIT6_24,Postoperative TEAS,Sham/no current,PONV,Vomiting incidence,6-24 h,Events/total,60,60,57,58,,,,,,11,,,,,,15,participants,0.405,Yes,No,RR,.7461988304093566,No,No,Eligible for dichotomous vomiting analysis,No,Same post-randomization exclusion concern,Table 3 / vomiting 6-24 h,https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,SOURCE-VERIFIED / MISSINGNESS QC,,,,,0,0,,,,
Tu 2024,TU24_TEAS_vs_SHAM_PAIN6_24,Postoperative TEAS,Sham/no current,Pain,VAS pain intensity,6-24 h,Median/IQR,60,60,57,58,,,2,.5,3,,,,4,3,4,,VAS 0-10,0.001,Yes,No,,,No,No,Eligible for pain analysis using median/IQR methods,No,Subjective outcome; sensory difference between active de qi and no-current sham may affect participant masking,Pain outcome 6-24 h,https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,SOURCE-VERIFIED / SUBJECTIVE OUTCOME QC,,,,,0,0,,,,
Tu 2024,TU24_TEAS_vs_SHAM_TRAMADOL,Postoperative TEAS,Sham/no current,Rescue opioid use,Any rescue tramadol use,Within 24 h,Events/total,60,60,57,58,,,,,,3,,,,,,6,participants,0.315,Yes,No,RR,.5087719298245614,No,No,Eligible only for binary rescue-opioid-use analysis,No,Tramadol was 10 mg IM for VAS >6; number of doses/cumulative tramadol per patient is not reported,Rescue analgesia outcome,https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,SOURCE-VERIFIED / DOSE MISSING,F-rescue-opioid-007,F-rescue-opioid,F_rescue_opioid,MATCHED,1,0,Some concerns,,,3/57 vs6/58; P=0.315
Tu 2024,TU24_TEAS_vs_SHAM_OPIOID24,Postoperative TEAS,Sham/no current,Opioid consumption,Cumulative rescue tramadol consumption,0-24 h,Not reported,60,60,57,58,,,,,,,,,,,,,mg tramadol,,No,No,,,No,No,Not eligible for continuous 24-h opioid meta-analysis,No,Only number of patients receiving rescue tramadol is reported; cumulative dose is unavailable,Rescue analgesia section,https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,MISSING / CUMULATIVE DOSE NOT REPORTED,,,,,0,0,,,,
Sun 2017,SUN17_TSS_vs_SSS_ACTIVITY24,Preoperative true TEAS only,All-period sham TEAS (SSS),Pain,Activity-evoked VAS,24 h,Median/IQR,95,95,91,90,,,4,4,5,,,,4,3.8,5,,VAS 0-10,<0.001 reported comparisons,Yes,No,,,No,No,Eligible for 24-h movement-pain analysis with multi-arm/shared-control adjustment,Yes,"Four-arm timing trial; sham received 5 min perceptible low-current stimulation, not electrically inert","Primary activity-pain outcome, 24 h",https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Sun 2017,SUN17_TTS_vs_SSS_ACTIVITY24,Preoperative + intraoperative true TEAS,All-period sham TEAS (SSS),Pain,Activity-evoked VAS,24 h,Median/IQR,95,95,91,90,,,4,3,4,,,,4,3.8,5,,VAS 0-10,<0.001 reported comparisons,Yes,No,,,No,No,Eligible for 24-h movement-pain analysis with multi-arm/shared-control adjustment,Yes,"Four-arm timing trial; sham received 5 min perceptible low-current stimulation, not electrically inert","Primary activity-pain outcome, 24 h",https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Sun 2017,SUN17_TST_vs_SSS_ACTIVITY24,Preoperative + postoperative true TEAS,All-period sham TEAS (SSS),Pain,Activity-evoked VAS,24 h,Median/IQR,95,95,89,90,,,3,3,4,,,,4,3.8,5,,VAS 0-10,<0.001 reported comparisons,Yes,No,,,No,No,Eligible for 24-h movement-pain analysis with multi-arm/shared-control adjustment,Yes,"Four-arm timing trial; sham received 5 min perceptible low-current stimulation, not electrically inert","Primary activity-pain outcome, 24 h",https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Sun 2017,SUN17_TSS_vs_SSS_NSAID48,Preoperative true TEAS only,All-period sham TEAS (SSS),Rescue analgesia,Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,95,95,91,90,,,,,,,,,,,,,11.0% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,Yes,No,,,No,No,Eligible for 48-h non-opioid rescue-analgesia analysis; not an opioid outcome,Yes,Do not convert printed percentages to exact event counts without confirmation,Table 2 / supplemental analgesic requirement,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,SOURCE-VERIFIED / PERCENTAGES ONLY,F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,MATCHED,0,1,Some concerns,,,"SSS23.3%, TSS11.0%, TTS15.4%, TST7.9%"
Sun 2017,SUN17_TTS_vs_SSS_NSAID48,Preoperative + intraoperative true TEAS,All-period sham TEAS (SSS),Rescue analgesia,Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,95,95,91,90,,,,,,,,,,,,,15.4% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,Yes,No,,,No,No,Eligible for 48-h non-opioid rescue-analgesia analysis; not an opioid outcome,Yes,Do not convert printed percentages to exact event counts without confirmation,Table 2 / supplemental analgesic requirement,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,SOURCE-VERIFIED / PERCENTAGES ONLY,F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,MATCHED,0,1,Some concerns,,,"SSS23.3%, TSS11.0%, TTS15.4%, TST7.9%"
Sun 2017,SUN17_TST_vs_SSS_NSAID48,Preoperative + postoperative true TEAS,All-period sham TEAS (SSS),Rescue analgesia,Supplemental flurbiprofen axetil requirement,Within 48 h,Published percentage,95,95,89,90,,,,,,,,,,,,,7.9% intervention vs 23.3% SSS,0.020 overall; TST vs SSS significant,Yes,No,,,No,No,Eligible for 48-h non-opioid rescue-analgesia analysis; not an opioid outcome,Yes,Do not convert printed percentages to exact event counts without confirmation,Table 2 / supplemental analgesic requirement,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,SOURCE-VERIFIED / PERCENTAGES ONLY,F-rescue-nonopioid-003,F-rescue-nonopioid,F_rescue_nonopioid,MATCHED,0,1,Some concerns,,,"SSS23.3%, TSS11.0%, TTS15.4%, TST7.9%"
Sun 2017,SUN17_INTRAOP_MORPH_EQUIV,Pre/intraoperative TEAS timing arms,All-period sham TEAS,Intraoperative opioid,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,Study-defined converted metric,95,95,91,90,,,,,,,,,,,,,mg/kg morphine-equivalent,0.303,Yes,Yes,,,No,No,Not directly harmonized to review MME until conversion method is adjudicated,Yes,Values ~1.5-1.6 mg/kg across all four groups; study-specific conversion of sufentanil/remifentanil,Table 2 / intraoperative anesthetic consumption,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,SOURCE-VERIFIED / STUDY-DEFINED CONVERSION,F-exposure-005,F-exposure,F_intraop_fixed_or_unclear_exposure,MATCHED,0,1,Some concerns,,,1.5–1.6 mg/kg across arms; P=0.303
Sun 2017,SUN17_POSTOP_OPIOID24,True TEAS timing arms,All-period sham TEAS,Opioid consumption,Postoperative opioid consumption,0-24 h,Not applicable / not reported,95,95,,,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for postoperative opioid meta-analysis,Yes,"Postoperative rescue analgesia was flurbiprofen axetil (NSAID), not an opioid",Postoperative analgesia protocol,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,NO POSTOPERATIVE OPIOID OUTCOME,,,,,0,0,,,,
Sim 2002,SIM02_PREOP_vs_PLACEBO_MORPH24,Preoperative EA,Placebo EA,Opioid consumption,Cumulative postoperative IV PCA morphine,0-24 h,Mean/SD,30,30,30,30,.52,.19,,,,,.68,.38,,,,,mg/kg morphine,NS overall 24-h cumulative comparison,Yes,No,MD,-.16,Yes,Conditional,Direct weight-normalized 24-h morphine endpoint; pool only if protocol permits mg/kg or a prespecified standardization method,Yes,Do not convert mg/kg to absolute mg using group mean body weight; aggregate means cannot reconstruct individual absolute dose,Figure 4 / cumulative 24-h morphine,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Sim 2002,SIM02_POSTOP_vs_PLACEBO_MORPH24,Postoperative EA,Placebo EA,Opioid consumption,Cumulative postoperative IV PCA morphine,0-24 h,Mean/SD,30,30,30,30,.58,.27,,,,,.68,.38,,,,,mg/kg morphine,NS overall 24-h cumulative comparison,Yes,No,MD,-.1000000000000001,Yes,Conditional,Timing-comparator 24-h morphine endpoint,Yes,Postoperative EA is a distinct randomized timing arm and must not be merged with preoperative EA,Figure 4 / cumulative 24-h morphine,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Sim 2002,SIM02_PREOP_vs_PLACEBO_MORPH6_12,Preoperative EA,Placebo EA,Opioid consumption,Postoperative IV PCA morphine,6-12 h,Median/IQR,30,30,30,30,,,.03,,,,,,.1,,,,mg/kg morphine,0.015,Yes,No,,,No,No,Eligible for interval-specific opioid analysis only,Yes,Source reports median (IQR) as 0.03 (0.05) vs 0.10 (0.11); IQR is reported as a single width rather than Q1/Q3,6-12-h morphine interval,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,SOURCE-VERIFIED / IQR FORMAT QC,,,,,0,0,,,,
Sim 2002,SIM02_PREOP_vs_PLACEBO_ALFENT,Preoperative EA,Placebo EA,Intraoperative opioid,Alfentanil requirement rate,Intraoperative,Mean/SD,30,30,30,30,.44,.15,,,,,.51,.21,,,,,µg/kg/min,0.472,Yes,No,MD,-.07,No,No,Eligible for intraoperative opioid analysis,Yes,No significant placebo-controlled intraoperative opioid-sparing effect,Figure 2 / alfentanil requirement,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,SOURCE-VERIFIED,F-intra-005,F-intra,F_intraop_titrated_requirement,MATCHED,1,0,Some concerns,,,0.44±0.15 vs0.51±0.21 μg/kg/min; P=0.472
Ntritsou 2014,NTRI14_EA_vs_SHAM_TRAMSUM,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Opioid consumption,Total tramadol exposure,Perioperative / first 24 h most consistent with protocol; table does not restate window,Mean/SD,37,38,35,35,443.7,67.40000000000001,,,,,461.5,63.2,,,,,mg tramadol,0.257,Yes,No,MD,-17.80000000000001,Conditional,No,"Continuous opioid-related quantity available, but not suitable as complete 24-h MME without confirming window and rescue morphine",No,Includes scheduled/background tramadol and likely rescue tramadol; rescue morphine quantity not reported,Table 1 / tramadol sum,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,SOURCE-VERIFIED / WINDOW + CO-OPIOID QC,,,,,0,0,,,,
Ntritsou 2014,NTRI14_EA_vs_SHAM_REMI,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Intraoperative opioid,Remifentanil consumption,Intraoperative,Mean/SD,37,38,35,35,1003.6,522.7,,,,,1041.9,631.9,,,,,µg remifentanil,0.783,Yes,No,MD,-38.30000000000007,No,No,Eligible for intraoperative opioid analysis,No,No significant intraoperative opioid-sparing effect,Table 1 / remifentanil,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,SOURCE-VERIFIED,F-exposure-004,F-exposure,F_intraop_fixed_or_unclear_exposure,MATCHED,0,1,Some concerns,P1,,1003.6±522.7 vs1041.9±631.9 μg; P=0.783
Ntritsou 2014,NTRI14_EA_vs_SHAM_RESCUE,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Rescue opioid use,Total rescue analgesia,First 24 h,Qualitative / exact quantities unavailable,37,38,35,35,,,,,,,,,,,,,tramadol 50 mg IV then morphine 2 mg IV as needed,P<0.001 reported,No,No,,,No,No,Not quantitatively poolable from main article,No,Main article reports significantly less total rescue analgesia but does not tabulate exact rescue tramadol/morphine quantities,Rescue analgesia results,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,MISSING / EXACT RESCUE DOSES NOT REPORTED,F-rescue-opioid-005,F-rescue-opioid,F_rescue_opioid,MATCHED,0,0,Some concerns,P1,,Significantly lower at45 min/overall; exact quantities NR
Ntritsou 2014,NTRI14_EA_vs_SHAM_MME24,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Opioid consumption,Complete 24-h opioid/MME exposure,0-24 h,Not calculable,37,38,35,35,,,,,,,,,,,,,MME,,No,No,,,No,No,Not eligible for final 24-h MME until rescue morphine and tramadol-sum window are confirmed,No,Do not equate lower rescue use with significantly lower total opioid exposure,Combined opioid exposure,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Ng 2013,NG13_EA_vs_SHAM_BOWEL,Electroacupuncture,Sham acupuncture,GI recovery,Time to first bowel motion / defecation,Postoperative,Mean/SD,55,55,55,55,85.90000000000001,36.1,,,,,107.5,46.2,,,,,hours,0.007,Yes,No,MD,-21.59999999999999,No,No,Eligible for GI-recovery meta-analysis,Yes,Allocation used sealed nonopaque envelopes; EA-vs-sham participants and outcome assessors were blinded,Primary outcome / first bowel motion,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,SOURCE-VERIFIED / ALLOCATION-CONCEALMENT QC,,,,,0,0,,,,
Ng 2013,NG13_EA_vs_NOACU_BOWEL,Electroacupuncture,No acupuncture,GI recovery,Time to first bowel motion / defecation,Postoperative,Mean/SD,55,55,55,55,85.90000000000001,36.1,,,,,122.1,53.5,,,,,hours,<0.001,Yes,No,MD,-36.19999999999999,No,No,Eligible for GI-recovery meta-analysis as active-vs-usual-care contrast,Yes,No-acupuncture group could not be participant blinded,Primary outcome / first bowel motion,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Ng 2013,NG13_EA_vs_SHAM_FLATUS,Electroacupuncture,Sham acupuncture,GI recovery,Time to first flatus,Postoperative,Mean/SD,55,55,55,55,2,.9,,,,,2.3,1.1,,,,,days,0.095,Yes,No,MD,-.2999999999999998,No,No,Eligible for GI-recovery analysis,Yes,No statistically significant EA-vs-sham difference,Secondary outcome / first flatus,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,SOURCE-VERIFIED,E-007,E,E_time_to_first_flatus,MATCHED,1,0,Some concerns,P2,,2.0±0.9 vs 2.3±1.1 days
Ng 2013,NG13_EA_vs_SHAM_PAINPOD1,Electroacupuncture,Sham acupuncture,Pain,VAS pain intensity,POD1,Mean/SD,55,55,55,55,5.6,2,,,,,5.8,1.9,,,,,VAS 0-10,0.655,Yes,No,MD,-.2000000000000002,No,No,Eligible for POD1 pain analysis if POD1 timing meets protocol,Yes,POD1 is not an exact clock-defined 24-h point,Pain outcome / POD1,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,SOURCE-VERIFIED / POD LABEL,,,,,0,0,,,,
Ng 2013,NG13_EA_vs_SHAM_PETHCOUNT,Electroacupuncture,Sham acupuncture,Opioid demand,Number of postoperative pethidine injections,Postoperative; exact window NR,Mean/SD,55,55,55,55,2.7,2.3,,,,,5.2,4.7,,,,,number of injections,NR,Yes,No,MD,-2.5,No,No,Eligible only as opioid-injection-count outcome after time-window clarification,Yes,"Methods say 1 mg/kg q4h PRN, tables say 50-mg injections; exact observation window and route not clearly defined",Analgesic requirement tables,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,SOURCE-VERIFIED / DOSE + WINDOW QC,,,,,0,0,,,,
Ng 2013,NG13_EA_vs_SHAM_OPIOID24,Electroacupuncture,Sham acupuncture,Opioid consumption,Cumulative pethidine consumption,0-24 h,Not reported,55,55,55,55,,,,,,,,,,,,,mg pethidine,,No,No,,,No,No,Not eligible for strict continuous 24-h opioid meta-analysis without author data,Yes,Do not multiply injection counts by 50 mg and call it a 24-h dose; source time window/dosing statement is ambiguous,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1R1zCiyfWvuSp99Hi2U_K1__8kgdi90gd/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Ma 2026,MA26_T_vs_S_PAIN24,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",Pain,Resting NRS pain,24 h,Graph-only continuous data,18,17,17,16,,,,,,,,,,,,,NRS 0-10,P<0.05 T vs S,No,No,,,No,No,Not ready for continuous meta-analysis without formal graph digitization or author data,No,Partially randomized trial: only T vs S is randomized. Exact 24-h means/SDs are graph-only and must not be inferred from Antigravity candidate values,Figure / 24-h postoperative NRS,https://drive.google.com/file/d/1tMEOwvRWIMeEmBmKfeHEt7YF10yxslUe/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,,,,,0,0,,,,
Ma 2026,MA26_T_vs_S_AISPOD1,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",Sleep quality,Athens Insomnia Scale,POD1,Graph-only continuous data,18,17,17,16,,,,,,,,,,,,,AIS points,P<0.05 T vs S,No,No,,,No,No,Not ready for continuous meta-analysis without formal graph digitization or author data,No,Exact postoperative AIS means/SDs are graph-only; Group C is non-randomized and must not be used as a randomized comparator,Figure 4 / POD1 AIS,https://drive.google.com/file/d/1tMEOwvRWIMeEmBmKfeHEt7YF10yxslUe/view?usp=drivesdk,FIGURE ONLY / DIGITIZATION NEEDED,,,,,0,0,,,,
Ma 2026,MA26_T_vs_S_NAUSEA24,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",PONV,Nausea,24 h,Events/total,18,17,17,16,,,,,,6,,,,,,8,participants,Overall 3-group P=0.590; randomized T-vs-S pairwise NR,Yes,No,RR,.7058823529411765,No,No,Eligible for dichotomous 24-h nausea analysis using randomized T vs S contrast,No,Overall P-value includes non-randomized Group C; do not treat it as the randomized pairwise P-value,24-h PONV table,https://drive.google.com/file/d/1tMEOwvRWIMeEmBmKfeHEt7YF10yxslUe/view?usp=drivesdk,SOURCE-VERIFIED,D-007,D,D_nausea_0-24h,MATCHED,1,0,High,,,6/17 vs 8/16
Ma 2026,MA26_T_vs_S_VOMIT24,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",PONV,Vomiting,24 h,Events/total,18,17,17,16,,,,,,6,,,,,,7,participants,Overall 3-group P=0.863; randomized T-vs-S pairwise NR,Yes,No,RR,.8067226890756303,No,No,Eligible for dichotomous 24-h vomiting analysis using randomized T vs S contrast,No,Overall P-value includes non-randomized Group C,24-h PONV table,https://drive.google.com/file/d/1tMEOwvRWIMeEmBmKfeHEt7YF10yxslUe/view?usp=drivesdk,SOURCE-VERIFIED,D-010,D,D_vomiting_0-24h,MATCHED,1,0,Some concerns,,,6/17 vs 7/16
Ma 2026,MA26_T_vs_S_OPIOID24,Group T: sleep disturbance + preop TEAS,"Group S: sleep disturbance, no TEAS",Opioid consumption,Cumulative postoperative opioid consumption,0-24 h,Not reported,18,17,17,16,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid meta-analysis,No,Routine postoperative analgesia was non-opioid flurbiprofen; whether any postoperative opioid was given is not reported,Postoperative analgesia section,https://drive.google.com/file/d/1tMEOwvRWIMeEmBmKfeHEt7YF10yxslUe/view?usp=drivesdk,MISSING / POSTOP OPIOID USE NR,,,,,0,0,,,,
Lu 2021,LU21_COMB_vs_SHAM_CHRONIC6M,Combined PC6+CV17 TEAS,Sham/no current,Chronic pain,Post-mastectomy chronic pain incidence,6 months,Events/total,190,188,190,188,,,,,,42,,,,,,65,participants,Overall P=0.005; combined vs sham pairwise P varies by article section,Yes,No,RR,.6393522267206477,No,No,Eligible for dichotomous chronic-pain analysis using raw event counts,Yes,"Printed RR/P-values conflict across abstract, Results and Table 2; raw counts 42/190 vs 65/188 are the stable source facts",Table 2 / primary 6-month chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,SOURCE-VERIFIED / PUBLISHED EFFECT QC,,,,,0,0,,,,
