trial_id,report_id,year,country,surgery,modality,comparator,randomized_n_report,randomized_n_counted,analyzed_n,age_i_c,sex_i_c,bmi_i_c,asa_i_c,anesthesia,rob2,language,source_pdf,source_sha256,source_text,n_source_page,n_source_excerpt,decision,notes
Yeh_probable_family,Yeh 2010,2010,Taiwan,Patients undergoing surgery for nontraumatic lumbar spine injury/disorders,TEAS,Sham-Controlled (Placebo Double-Blind),99,99,33 vs 30 analyzed,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/015_PainATHM-2.pdf,58b5e1536bc704b429f00e4886606814fbec60efa6ffe63e7098571548c41994,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yeh_2010.txt,6,"Results: Initially, 99 participants met the criteria and were included in the study. Five participants did not complete; remaining94=33/30/31.",RESOLVED — CONSERVATIVE REVIEW RULE,Probable overlap family: use maximum reported randomized cohort (99) as operational lower bound; unique family union unknown. Do not sum 99+90.
Yeh_probable_family,Yeh 2011,2011,Taiwan,Patients undergoing surgery for non-traumatic lumbar spine disorders,TEAS,Sham-Controlled (Placebo Double-Blind),90,0,30 vs 30,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_828_full_article.pdf,f0616419764d81993b6427b4cb4a46af14743f42a5262b8d8a1918d3de66e74a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yeh_2011.txt,2,"llow-up loss, 99 overall were thought to be necessary. Fig. 1 shows the ﬂow chart of participants of this study. Initially, 99 patients were eligible, and then 90 who signed the informed consent were included in the study and randomly assigned to one of the three groups: the AES group (n = 30) received AES at the true acupoints; the sham group (n = 30) received AES in the same manner but at sham acupoints; and the control group (n = 30) received no AES inter",RESOLVED — CONSERVATIVE REVIEW RULE,"Companion report in probable overlapping Yeh family, counted once under Yeh 2010. Cohort identity not proven."
Yu_2020,Yu 2020,2020,China,Adults undergoing elective gynecological laparoscopic surgery,TEAS,Sham-Controlled (Placebo Double-Blind),60,60,30 / 30,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/s13063-019-3892-4.pdf,12fbd503870f7f12216ff5f2544b159c66fecd557d4838bcabceec1aa151fb69,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yu_2020.txt,3,"eported as counts with percentages. Statistical significance was assessed at P < 0.05. Results Patient characteristics Complete datasets were collected for all 60 participants and all the data were analyzed (Fig. 3). The characteris- tics of patients such as age, height, BMI, ASA physical status, anesthesia duration, surgery duration, estimated Fig. 1 Consolidated standards of reporting trials (Consort) flowchart. TEAS, Transcutaneous electrical acupoint sti",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zhan_2020,Zhan 2020,2020,China,"Total gastrectomy, partial gastrectomy, radical colectomy",TEAS,Usual Care (Open-Label Control),90,90,30 vs 30,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/covidence_1389_full_article.pdf,29bd9ef73831d7db7c4c06fd0b685eff6a1ff9d942165f2b2b265f8021c8be76,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhan_2020.txt,2,"wer software based on 95 % confidence level, 80 % power. A total of 51 participants were needed. However, based on a potential dropout rate of 20 %, a total of 90 patients were enrolled in study. The researcher screened the patients the day before the operations. Each enrolled patient was randomized according to a computer-generated random numbers table, and then an independent research assistant informed different treating anesthetists based on results. 2.3",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zhang_2014,Zhang 2014,2014,China,Women undergoing elective cosmetic breast surgery,TEAS,Sham-Controlled (Placebo Double-Blind),72,72,33 vs 32,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,retrieved_pdfs/043_zhang_2014.pdf,d11683b0117d0969b067c93da9fc3dee44082ef4c10edd5fb53023a0beced310,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2014.txt,4,"re the values between the groups at each time point. The level of signiﬁcance for all statistical tests was set at 0.05. Results As shown in Fig. 2, a total of 72 patients were enrolled in the study; seven patients (9.7%) dropped out of this study because they declined to undergo TEAS (3) or met the exclusion criteria (4). Sixty-ﬁve patients’ records were analysed. The patients’ characteristics and type and dura- tions of procedures were similar between the ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zhang_2018,Zhang 2018,2018,China,Open abdominal GI-cancer surgery,TEAS,Sham-Controlled (Placebo Double-Blind),42,42,21 / 21,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/Needleless Transcutaneous Electrical Acustimulation_ A Pilot Study Evaluating Improvement in Post-Operative Recovery-2.pdf,14060b2cb80b9e271fdeb2d154101eba725b0e4864fe90d95b8730d9848a9d2e,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2018.txt,3,"luated by receiver operat- ing characteristic (ROC) curve. Data were analyzed by statistical software SPSS 19.0. Results Characteristics of patients A total of 42 patients were recruited and randomized into sham- TEA (21 patients) and TEA (21 patients) groups. Demographic data and surgical details are shown in Table 1. There were no significant differences in gender, age or body mass index (BMI) between the two groups (all P > 0.05). The two groups were simi",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zhang_2023,Zhang 2023,2023,China,Elective laparoscopic cholecystectomy,TEAS,Sham-Controlled (Placebo Double-Blind),1948,1948,922 vs 916,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/covidence_308_full_article.pdf,8dec75fafabcec621210b06873dbb8fd42d70c04d4a8490a0f0cd1e2ed1eff44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2023.txt,5," 1948 patients were eligible for inclusion, and they were randomized to the TEAS (n = 975) and sham (n = 973) groups. Of these, 53 and 57 patients in the TEAS and sham groups withdrew, respectively. The remaining 1,838 patients completed the study and were included in the analysis. A detailed patient ﬂow",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zhang_2025,Zhang 2025,2025,China,Patients undergoing elective laparoscopic hysterectomy,TEAS,Sham-Controlled (Placebo Double-Blind),108,108,45 vs 48,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/109551.pdf,691899a10069da68a1525a13662118fca1d4f9ed245d4304b120c426d27bb053,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhang_2025.txt,5,"d Patient Characteristics We assessed 120 eligible patients. Five patients declined participation and three failed to meet the inclusion criteria, resulting in 108 enrolled participants. We excluded nine TEAS group (five for surgical protocol modifications and four for consent withdrawals) and six control group patients (for surgical protocol modifications). Finally, 93 patients (TEAS, n = 45; controls, n = 48) were included in the statistical analyses (Figur",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zheng_2025,Zheng 2025,2025,China,Patients undergoing gynecological laparoscopic surgery under general anesthesia,TEAS,Sham-Controlled (Placebo Double-Blind),88,88,42 vs 43,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/109499.pdf,a99722242c4b1800916d66613b5a0ed223a91f853e14ecce929740eb91dc466b,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zheng_2025.txt,5,"gery were screened for eligibility. Fourteen patients were excluded as they did not meet the inclusion criteria, and ten declined to participate. The remaining 88 patients were randomly assigned to either the TEAS or the control group. Three patients were subsequently excluded from the mITT analysis due to a change in procedure (n=2) or a procedure time exceeding 3 hours (n=1). Thus, a final total of 85 patients were included in the analysis, and therefore, ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zhou_2021,Zhou 2021,2021,China,Patients undergoing radical gastrectomy for gastric cancer,TEAS,Usual Care (Open-Label Control),82,82,41 vs 40,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,Epidural-assisted general anesthesia required by eligibility criteria,High,English full text,TEAS EA Verification/Source PDFs/getfile.php-5.pdf,187c314f6ed2ab4d736d5f0c790f362884c8fe767db1969c617f0ca9abc2b7a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhou_2021.txt,4," was less than 10%, a sample size of 82 patients (41 in the TG and 41 in the CG) will ensure the power was at least 80% to detect the difference at a significant level of 0.05, using a two- sided t-test. We estimated it would need at least 6 months to enroll all cases. Randomization We randomized patients according to the order of the ra",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Zhu_2022,Zhu 2022,2022,China,"Laparoscopic hysterectomy, myomectomy, oophorectomy, salpingo-oophorectomy, ovarian cystectomy",EA,Usual Care (Open-Label Control),413,413,Pre 101; usual care 101,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhu_2022.txt,4,"he three primary outcome measures, for which the p value for statistical significance was adjusted to 0.017 to account for multiple testing. Results A total of 413 patients were enrolled and randomly allo- cated to the 4 groups, and 400 patients completed the study. Thirteen patients were excluded because they were lost to follow-up (n = 3), did not complete the acupuncture inter- vention (n = 2), or converted to open surgery (n = 8). The flow chart of the st",RESOLVED — SOURCE DETERMINATIVE,"413 randomized; arm identity103/104 differs between abstract and flow. mITT405, PP400; outcome denominators used."
